,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_なら分権の会,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_地域政党 やまとの会,得票数_地域政党やまとの会,得票数_奈良維新の会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_根っこから真改革,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_生駒維新の会,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_なら分権の会,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_地域政党 やまとの会,得票率_地域政党やまとの会,得票率_奈良維新の会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_根っこから真改革,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_生駒維新の会,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_なら分権の会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党 やまとの会,一人あたり得票率_地域政党やまとの会,一人あたり得票率_奈良維新の会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_根っこから真改革,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_生駒維新の会,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_なら分権の会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党 やまとの会,立候補者数_地域政党やまとの会,立候補者数_奈良維新の会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_根っこから真改革,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_生駒維新の会,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_なら分権の会,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党 やまとの会,当選者数_地域政党やまとの会,当選者数_奈良維新の会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_根っこから真改革,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_生駒維新の会,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
東吉野村議会議員選挙（2014年04月27日投票）,東吉野村議会議員選挙,奈良県,東吉野村,20140427.0,2014.0,4.0,27.0,20140422.0,,8.0,9.0,1.125,,,,,任期満了,88.63,,,,東吉野村議会議員選挙（2014年04月27日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.8229166666666666,0.17708333333333334,,0.11755952380952381,0.08854166666666667,,1632.0,2.0,61.77777777777778,6.124228346453631,51.0,57.0,62.0,67.0,71.0,61.125,6.193494570918747,51.0,56.75,60.5,66.25,71.0,,,,,,,,,,161.0,,,,,,,1471.0,,,,,,1632.0,,,,,,,,,,0.09865196078431372,,,,,,,0.9013480392156863,,,,,,1.0,,,,,,,,,,0.09865196078431372,,,,,,,0.11266850490196079,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,7.0,,,,,
東吉野村議会議員選挙（2018年04月22日投票）,東吉野村議会議員選挙,奈良県,東吉野村,20180422.0,2018.0,4.0,22.0,20180417.0,83.56,8.0,9.0,1.125,,,,,任期満了,,,,,東吉野村議会議員選挙（2018年04月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.8888888888888888,0.1111111111111111,0.0,0.875,0.125,0.0,0.8477011494252874,0.15229885057471265,,0.10596264367816093,0.15229885057471265,,1392.0,2.0,64.77777777777777,5.9212944864329895,55.0,61.0,63.0,70.0,75.0,65.375,6.019499563917253,55.0,61.75,64.5,70.25,75.0,,,,,,,,,,145.0,,,,,,,1247.0,,,,,,1392.0,,,,,,,,,,0.10416666666666667,,,,,,,0.8958333333333334,,,,,,1.0,,,,,,,,,,0.10416666666666667,,,,,,,0.11197916666666667,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,7.0,,,,,
桜井市議会議員選挙（2007年04月22日投票）,桜井市議会議員選挙,奈良県,桜井市,20070422.0,2007.0,4.0,22.0,20070415.0,62.82,16.0,19.0,1.1875,49212.0,,,,任期満了,,,,,桜井市議会議員選挙（2007年04月22日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.5789473684210527,0.3684210526315789,0.05263157894736842,0.6875,0.25,0.0625,0.6184283795735203,0.33263454420387173,0.04893707622260801,0.05622076177941093,0.0475192206005531,0.04893707622260801,30529.0,3.0,55.8421052631579,12.0623954934976,35.0,45.5,59.0,65.0,74.0,54.25,12.162956055170142,35.0,42.5,57.0,64.5,71.0,,,,4588.0,,,,,,2026.0,,,,,,,23915.0,,,,,,30529.0,,,,0.15028333715483638,,,,,,0.06636313013855678,,,,,,,0.7833535327066068,,,,,,1.0,,,,0.07514166857741819,,,,,,0.06636313013855678,,,,,,,0.048959595794162925,,,,,,,,,2.0,,,,,,1.0,,,,,,,16.0,,,,,,,,,2.0,,,,,,1.0,,,,,,,13.0,,,,,
桜井市議会議員選挙（2011年04月24日投票）,桜井市議会議員選挙,奈良県,桜井市,20110424.0,2011.0,4.0,24.0,20110417.0,60.44,16.0,20.0,1.25,48688.0,,,-524.0,任期満了,62.82,,,,桜井市議会議員選挙（2011年04月24日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0,0.65,0.35,0.0,0.75,0.25,0.0,0.7046397236614853,0.2953602763385147,,0.0542030556662681,0.04219432519121639,,28950.0,5.0,,,,,,,,,,,,,,,,,,3982.0,,,,,,1368.0,,,,2146.6800000000003,,,17683.32,,,,,3770.0,28950.0,,,,0.1375474956822107,,,,,,0.04725388601036269,,,,0.07415129533678758,,,0.6108227979274611,,,,,0.13022452504317789,1.0,,,,0.06877374784110535,,,,,,0.04725388601036269,,,,0.03707564766839379,,,0.04698636907134316,,,,,0.06511226252158894,,,,2.0,,,,,,1.0,,,,2.0,,,13.0,,,,,2.0,,,,2.0,,,,,,1.0,,,,1.0,,,10.0,,,,,2.0
桜井市議会議員選挙（2015年04月26日投票）,桜井市議会議員選挙,奈良県,桜井市,20150426.0,2015.0,4.0,26.0,20150419.0,56.66,16.0,19.0,1.1875,,,,,任期満了,60.44,,,,桜井市議会議員選挙（2015年04月26日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.2631578947368421,0.0,0.875,0.125,0.0,0.7971013736825654,0.20289862631743466,,0.056935812405897526,0.04057972526348693,,26840.989999999998,5.0,56.05263157894737,13.020120802295624,40.0,46.0,51.0,64.5,82.0,54.9375,12.44221016339139,40.0,45.75,51.0,64.25,79.0,,,,3626.0,,,,,,1142.0,,,,1189.42,,,16309.57,,,,,4574.0,26840.989999999998,,,,0.13509188744528425,,,,,,0.04254686581977789,,,,0.044313566675446774,,,0.6076366780808011,,,,,0.17041100197869008,1.0,,,,0.06754594372264212,,,,,,0.04254686581977789,,,,0.044313566675446774,,,0.05063638984006676,,,,,0.056803667326230024,,,,2.0,,,,,,1.0,,,,1.0,,,12.0,,,,,3.0,,,,2.0,,,,,,1.0,,,,1.0,,,9.0,,,,,3.0
桜井市議会議員選挙（2019年04月21日投票）,桜井市議会議員選挙,奈良県,桜井市,20190421.0,2019.0,4.0,21.0,20190414.0,53.79,16.0,20.0,1.25,48315.0,,,,任期満了,56.66,,,,桜井市議会議員選挙（2019年04月21日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.875,0.125,0.0,0.7774455220037204,0.2225544779962796,,0.05553182300026575,0.03709241299937993,,25674.999,5.0,54.15,10.909972502256824,33.0,48.5,51.5,56.75,78.0,55.4375,10.816473258414685,44.0,48.5,51.0,58.5,78.0,,,,3394.0,,,,,,1063.0,1428.0,,,,,,15196.999,,,,,4593.0,25674.999,,,,0.1321908522761773,,,,,,0.04140214377418282,0.05561830791113176,,,,,,0.5918987182823259,,,,,0.1788899777561822,1.0,,,,0.06609542613808865,,,,,,0.04140214377418282,0.05561830791113176,,,,,,0.04553067063710199,,,,,0.059629992585394066,,,,2.0,,,,,,1.0,1.0,,,,,,13.0,,,,,3.0,,,,2.0,,,,,,1.0,1.0,,,,,,9.0,,,,,3.0
橿原市議会議員補欠選挙（2007年10月28日投票）,橿原市議会議員補欠選挙,奈良県,橿原市,20071028.0,2007.0,10.0,28.0,20071021.0,45.18,4.0,5.0,1.25,98816.0,,,,その他,,,,,橿原市議会議員補欠選挙（2007年10月28日投票）,1.0,5.0,4.0,1.25,0.0,0.0,0.0,0.2,0.25,0.0,0.8,0.2,0.0,0.75,0.25,,0.8582918149466192,0.1417081850533808,,0.2145729537366548,0.1417081850533808,42150.0,3.0,47.6,14.430523206037956,29.0,34.0,48.0,62.0,65.0,43.25,12.871965661856,29.0,32.75,41.0,51.5,62.0,,,,,,,,,,5973.0,,,,11773.0,,,24404.0,,,,,,42150.0,,,,,,,,,,0.1417081850533808,,,,0.2793119810201661,,,0.5789798339264531,,,,,,1.0,,,,,,,,,,0.1417081850533808,,,,0.2793119810201661,,,0.19299327797548438,,,,,,,,,,,,,,,1.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,
橿原市議会議員補欠選挙（2015年10月25日投票）,橿原市議会議員補欠選挙,奈良県,橿原市,20151025.0,2015.0,10.0,25.0,20151018.0,42.78,1.0,3.0,3.0,,,,,その他,45.18,,,,橿原市議会議員補欠選挙（2015年10月25日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7433890636782028,0.2566109363217972,,0.3716945318391014,0.2566109363217972,38459.0,2.0,50.666666666666664,9.568466729604882,42.0,44.0,46.0,55.0,64.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,,,,,,,,,,9869.0,,,,,,,28590.0,,,,,,38459.0,,,,,,,,,,0.2566109363217972,,,,,,,0.7433890636782028,,,,,,1.0,,,,,,,,,,0.2566109363217972,,,,,,,0.3716945318391014,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,
橿原市議会議員補欠選挙（2019年10月27日投票）,橿原市議会議員補欠選挙,奈良県,橿原市,20191027.0,2019.0,10.0,27.0,20191020.0,41.65,2.0,4.0,2.0,,,,,その他,42.78,,,,橿原市議会議員補欠選挙（2019年10月27日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0,0.5,0.5,,0.7524513659482984,0.24754863405170155,,0.2508171219827661,0.24754863405170155,38142.0,2.0,60.75,10.425329730996522,44.0,56.0,64.5,69.25,70.0,52.0,8.0,44.0,48.0,52.0,56.0,60.0,,,,,,,,,,7512.0,,,,,,,30630.0,,,,,,38142.0,,,,,,,,,,0.19694824602800062,,,,,,,0.8030517539719993,,,,,,1.0,,,,,,,,,,0.19694824602800062,,,,,,,0.26768391799066643,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,
橿原市議会議員選挙（2001年02月04日投票）,橿原市議会議員選挙,奈良県,橿原市,20010204.0,2001.0,2.0,4.0,20010128.0,63.72,26.0,36.0,1.3846153846153846,96736.0,,,,任期満了,,,,,橿原市議会議員選挙（2001年02月04日投票）,1.0,36.0,26.0,1.3846153846153846,0.0,0.0,0.0,0.1388888888888889,0.11538461538461539,0.5833333333333334,0.3611111111111111,0.05555555555555555,0.6538461538461539,0.3076923076923077,0.038461538461538464,0.5942653373476136,0.3602778737475939,0.04545678890479246,0.028298349397505407,0.02771368259596876,0.02272839445239623,60783.0,5.0,52.55555555555556,8.512880581945758,29.0,49.0,54.0,58.25,64.0,52.53846153846154,8.50443671191586,29.0,49.5,54.0,58.0,64.0,,,,7624.0,,,,,,4266.0,,,,5730.0,,,28164.77,,,,,14998.23,60783.0,,,,0.12542980767648848,,,,,,0.07018409752726913,,,,0.0942697793791027,,,0.46336590823091983,,,,,0.24675040718621982,1.0,,,,0.04180993589216283,,,,,,0.023394699175756376,,,,0.03142325979303424,,,0.024387679380574727,,,,,0.030843800898277478,,,,3.0,,,,,,3.0,,,,3.0,,,19.0,,,,,8.0,,,,3.0,,,,,,1.0,,,,3.0,,,11.0,,,,,8.0
橿原市議会議員選挙（2005年02月06日投票）,橿原市議会議員選挙,奈良県,橿原市,20050206.0,2005.0,2.0,6.0,20050130.0,55.49,26.0,29.0,1.1153846153846154,98317.0,,,1581.0,任期満了,63.72,,,,橿原市議会議員選挙（2005年02月06日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.13793103448275862,0.15384615384615385,0.7931034482758621,0.1724137931034483,0.034482758620689655,0.8846153846153846,0.11538461538461539,0.0,0.8506912785396624,0.13475744775869447,0.014551273701643067,0.03698657732781141,0.026951489551738893,0.014551273701643067,53741.0,5.0,53.55172413793103,8.783158676563529,31.0,50.0,55.0,60.0,67.0,53.46153846153846,8.966736689783263,31.0,50.5,55.0,59.5,67.0,,,,9183.0,,,,,,4341.0,,,,3902.0,,,25162.0,,,,,11153.0,53741.0,,,,0.1708751232764556,,,,,,0.08077631603431272,,,,0.07260750637316016,,,0.4682086302822798,,,,,0.2075324240337917,1.0,,,,0.0427187808191139,,,,,,0.04038815801715636,,,,0.03630375318658008,,,0.031213908685485323,,,,,0.03458873733896529,,,,4.0,,,,,,2.0,,,,2.0,,,15.0,,,,,6.0,,,,4.0,,,,,,2.0,,,,2.0,,,12.0,,,,,6.0
橿原市議会議員選挙（2009年02月01日投票）,橿原市議会議員選挙,奈良県,橿原市,20090201.0,2009.0,2.0,1.0,20090125.0,54.46,26.0,32.0,1.2307692307692308,99199.0,,,882.0,任期満了,55.49,,,,橿原市議会議員選挙（2009年02月01日投票）,1.0,32.0,26.0,1.2307692307692308,0.0,0.0,0.0,0.15625,0.15384615384615385,0.65625,0.3125,0.03125,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.7429812871863212,0.22098200041292065,0.03603671240075827,0.03538006129458672,0.022098200041292065,0.03603671240075827,53279.0,5.0,54.21875,10.40052395014309,31.0,51.75,56.5,62.5,67.0,54.69230769230769,10.46521428634749,31.0,52.0,57.0,63.5,67.0,,,,8332.0,,,,,,4739.0,,,,8210.0,,,28847.0,,,,,3151.0,53279.0,,,,0.15638431652245724,,,,,,0.08894686461832993,,,,0.15409448375532575,,,0.541432834700351,,,,,0.0591415004035361,1.0,,,,0.03909607913061431,,,,,,0.029648954872776644,,,,0.051364827918441915,,,0.027071641735017547,,,,,0.02957075020176805,,,,4.0,,,,,,3.0,,,,3.0,,,20.0,,,,,2.0,,,,4.0,,,,,,3.0,,,,3.0,,,14.0,,,,,2.0
橿原市議会議員選挙（2013年02月03日投票）,橿原市議会議員選挙,奈良県,橿原市,20130203.0,2013.0,2.0,3.0,20130127.0,46.55,24.0,27.0,1.125,100034.0,,,835.0,任期満了,54.46,,,,橿原市議会議員選挙（2013年02月03日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7777777777777778,0.2222222222222222,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333150823621522,0.16668491763784782,,0.03968167058867392,0.02778081960630797,,45750.99,5.0,55.2962962962963,10.73869712359039,35.0,46.0,58.0,62.5,71.0,55.583333333333336,11.123985596698494,35.0,44.5,58.0,63.5,71.0,,,,8954.0,,,,,,4236.0,,,,2233.0,,,26176.93,,,,,4151.0599999999995,45750.99,,,,0.195711611923589,,,,,,0.092588160387349,,,,0.0488076870030572,,,0.5721609521455164,,,,,0.0907315885404884,1.0,,,,0.04892790298089725,,,,,,0.030862720129116335,,,,0.0488076870030572,,,0.033656526596795085,,,,,0.0453657942702442,,,,4.0,,,,,,3.0,,,,1.0,,,17.0,,,,,2.0,,,,4.0,,,,,,2.0,,,,1.0,,,15.0,,,,,2.0
橿原市議会議員選挙（2017年02月05日投票）,橿原市議会議員選挙,奈良県,橿原市,20170205.0,2017.0,2.0,5.0,20170129.0,43.14,24.0,29.0,1.2083333333333333,102179.0,,,2145.0,任期満了,46.55,,,,橿原市議会議員選挙（2017年02月05日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.06896551724137931,0.08333333333333333,0.6896551724137931,0.27586206896551724,0.034482758620689655,0.75,0.20833333333333334,0.041666666666666664,0.7049677402325291,0.26255575191430586,0.032476507853165096,0.035248387011626456,0.03281946898928823,0.032476507853165096,43415.998,6.0,53.13793103448276,12.10222019508884,28.0,43.0,49.0,63.0,75.0,54.458333333333336,12.672079435602598,28.0,43.75,59.5,64.25,75.0,,,,8461.0,,,,,,4457.0,2166.0,,,,2873.0,,15120.186,,,,,10338.812,43415.998,,,,0.1948820801032836,,,,,,0.10265801099401194,0.04988944397869191,,,,0.06617376387386051,,0.3482630066456148,,,,,0.23813369440453724,1.0,,,,0.0487205200258209,,,,,,0.03421933699800398,0.04988944397869191,,,,0.033086881936930254,,0.029021917220467902,,,,,0.034019099200648176,,,,4.0,,,,,,3.0,1.0,,,,2.0,,12.0,,,,,7.0,,,,4.0,,,,,,3.0,1.0,,,,2.0,,8.0,,,,,6.0
橿原市議会議員選挙（2021年02月07日投票）,橿原市議会議員選挙,奈良県,橿原市,20210207.0,2021.0,2.0,7.0,20210131.0,46.96,23.0,30.0,1.3043478260869563,101543.0,47707.0,53836.0,-636.0,任期満了,43.14,,,,橿原市議会議員選挙（2021年02月07日投票）,1.0,30.0,23.0,1.3043478260869565,0.0,0.0,0.0,0.2,0.21739130434782608,0.7,0.3,0.0,0.6956521739130435,0.30434782608695654,0.0,0.6599476796133478,0.34005232038665223,,0.03142607998158799,0.03778359115407247,,47030.998,6.0,53.733333333333334,12.390677499188206,32.0,45.0,49.5,64.0,79.0,52.43478260869565,12.579576570452263,32.0,44.5,48.0,62.5,79.0,,,,7661.0,,,,,,3593.0,3398.0,,,,,,16533.834,,,3871.0,,11974.164,47030.99800000001,,,,0.16289256715326345,,,,,,0.07639642263172897,0.07225022101380879,,,,,,0.35155184246781235,,,0.08230741775881514,,0.25460152897457117,1.0,,,,0.04072314178831586,,,,,,0.025465474210576322,0.036125110506904395,,,,,,0.03515518424678123,,,0.04115370887940757,,0.02828905877495235,,,,4.0,,,,,,3.0,2.0,,,,,,10.0,,,2.0,,9.0,,,,4.0,,,,,,1.0,2.0,,,,,,7.0,,,2.0,,7.0
河合町議会議員選挙（2003年04月27日投票）,河合町議会議員選挙,奈良県,河合町,20030427.0,2003.0,4.0,27.0,20030422.0,68.06,15.0,18.0,1.2,16266.0,,,,任期満了,,,,,河合町議会議員選挙（2003年04月27日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.2222222222222222,0.13333333333333333,0.5555555555555556,0.4444444444444444,0.0,0.5333333333333333,0.4666666666666667,0.0,0.5355891572930113,0.46441084270698874,,0.053558915729301125,0.05805135533837359,,10846.0,4.0,56.333333333333336,7.180219742846005,46.0,52.25,55.5,60.0,73.0,57.4,7.355723395198236,46.0,54.5,56.0,60.0,73.0,,,,740.0,,,,,,1143.0,,,,898.0,,,8065.0,,,,,,10846.0,,,,0.06822791812649825,,,,,,0.10538447353863176,,,,0.08279550064539923,,,0.7435921076894708,,,,,,1.0,,,,0.06822791812649825,,,,,,0.03512815784621059,,,,0.08279550064539923,,,0.057199392899190064,,,,,,,,,1.0,,,,,,3.0,,,,1.0,,,13.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,12.0,,,,,
河合町議会議員選挙（2007年04月22日投票）,河合町議会議員選挙,奈良県,河合町,20070422.0,2007.0,4.0,22.0,20070417.0,67.42,13.0,17.0,1.3076923076923077,16540.0,,,274.0,任期満了,68.06,,,,河合町議会議員選挙（2007年04月22日投票）,1.0,17.0,13.0,1.3076923076923077,0.0,0.0,0.0,0.11764705882352941,0.15384615384615385,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.8506523127451875,0.09533801660432442,0.0540096706504881,0.060760879481799104,0.04766900830216221,0.0540096706504881,10961.0,4.0,60.8235294117647,7.155707669345844,50.0,56.0,60.0,64.0,77.0,59.23076923076923,4.9326829359635065,50.0,56.0,59.0,63.0,69.0,,,,897.0,,,,,,1012.0,,,,1008.0,,,8044.0,,,,,,10961.0,,,,0.0818355989417024,,,,,,0.09232734239576681,,,,0.09196241218866892,,,0.7338746464738619,,,,,,1.0,,,,0.0818355989417024,,,,,,0.04616367119788341,,,,0.09196241218866892,,,0.05645189588260476,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,13.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,10.0,,,,,
河合町議会議員選挙（2011年04月24日投票）,河合町議会議員選挙,奈良県,河合町,20110424.0,2011.0,4.0,24.0,20110419.0,62.31,13.0,14.0,1.0769230769230769,15889.0,,,-651.0,任期満了,67.42,,,,河合町議会議員選挙（2011年04月24日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.21428571428571427,0.15384615384615385,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.7280049566294919,0.2022924411400248,0.06970260223048327,0.07280049566294919,0.0674308137133416,0.06970260223048327,9684.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1008.0,,,,1449.0,,,7227.0,,,,,,9684.0,,,,,,,,,,0.10408921933085502,,,,0.1496282527881041,,,0.7462825278810409,,,,,,1.0,,,,,,,,,,0.05204460966542751,,,,0.07481412639405205,,,0.07462825278810409,,,,,,,,,,,,,,,2.0,,,,2.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,10.0,,,,,
河合町議会議員選挙（2015年04月26日投票）,河合町議会議員選挙,奈良県,河合町,20150426.0,2015.0,4.0,26.0,20150421.0,60.68,13.0,16.0,1.2307692307692308,,,,,任期満了,62.31,,,,河合町議会議員選挙（2015年04月26日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.1875,0.23076923076923078,0.6875,0.3125,0.0,0.7692307692307693,0.23076923076923078,0.0,0.6645599393019727,0.3354400606980273,,0.06041453993654297,0.06708801213960545,,9226.0,4.0,61.625,6.9720423836921706,42.0,58.0,62.5,66.25,72.0,62.92307692307692,5.180756381686996,53.0,58.0,64.0,67.0,72.0,,,,829.77,,,,,,954.0,,,,643.0,,,6799.23,,,,,,9226.0,,,,0.08993821807934099,,,,,,0.10340342510296986,,,,0.06969434207673965,,,0.7369640147409494,,,,,,1.0,,,,0.08993821807934099,,,,,,0.05170171255148493,,,,0.06969434207673965,,,0.06141366789507912,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,12.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,10.0,,,,,
河合町議会議員選挙（2019年04月21日投票）,河合町議会議員選挙,奈良県,河合町,20190421.0,2019.0,4.0,21.0,20190416.0,,13.0,14.0,1.0769230769230769,,,,,任期満了,60.68,,,,河合町議会議員選挙（2019年04月21日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.14285714285714285,0.15384615384615385,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.27799897907095455,0.6400204185809086,0.08198060234813681,0.05559979581419091,0.08000255232261358,0.08198060234813681,9795.0,3.0,60.5,9.781542384949903,42.0,54.25,62.0,69.75,72.0,59.76923076923077,9.775588482414488,42.0,53.0,62.0,69.0,72.0,,,,716.0,,,,,,1085.0,,,,,,,7994.0,,,,,,9795.0,,,,0.07309851965288412,,,,,,0.11077080142930067,,,,,,,0.8161306789178152,,,,,,1.0,,,,0.07309851965288412,,,,,,0.05538540071465033,,,,,,,0.07419369808343775,,,,,,,,,1.0,,,,,,2.0,,,,,,,11.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,10.0,,,,,
王寺町議会議員選挙（2007年04月22日投票）,王寺町議会議員選挙,奈良県,王寺町,20070422.0,2007.0,4.0,22.0,20070417.0,58.04,14.0,15.0,1.0714285714285714,18344.0,,,,任期満了,,,,,王寺町議会議員選挙（2007年04月22日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.2,0.21428571428571427,0.8,0.13333333333333333,0.06666666666666667,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.7553722179585571,0.17680353031465848,0.06782425172678434,0.06294768482987977,0.08840176515732924,0.06782425172678434,10424.0,3.0,64.26666666666667,4.905325903772574,55.0,60.0,65.0,68.0,72.0,63.92857142857143,4.905744238197936,55.0,60.0,64.0,67.0,72.0,,,,1334.0,,,,,,1822.0,,,,,,,7268.0,,,,,,10424.0,,,,0.12797390636991557,,,,,,0.17478894858019953,,,,,,,0.6972371450498849,,,,,,1.0,,,,0.12797390636991557,,,,,,0.05826298286006651,,,,,,,0.06338519500453499,,,,,,,,,1.0,,,,,,3.0,,,,,,,11.0,,,,,,,,,1.0,,,,,,3.0,,,,,,,10.0,,,,,
