,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_とうごうの未来を創る会,得票数_みんなの党,得票数_公明党,得票数_公民,得票数_国民新党,得票数_国民民主党,得票数_女性党,得票数_女性党（光岡）,得票数_幸福実現党,得票数_改革尾張旭,得票数_新風をおこす会,得票数_日本一愛知の会,得票数_日本共産党,得票数_日本労働党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_減税尾張旭,得票数_減税日本,得票数_減税日本一,得票数_減税瀬戸,得票数_無所属,得票数_無所属の会,得票数_生活なごや,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_良識の風,得票数_sum_v,得票率_NHKから国民を守る党,得票率_とうごうの未来を創る会,得票率_みんなの党,得票率_公明党,得票率_公民,得票率_国民新党,得票率_国民民主党,得票率_女性党,得票率_女性党（光岡）,得票率_幸福実現党,得票率_改革尾張旭,得票率_新風をおこす会,得票率_日本一愛知の会,得票率_日本共産党,得票率_日本労働党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_減税尾張旭,得票率_減税日本,得票率_減税日本一,得票率_減税瀬戸,得票率_無所属,得票率_無所属の会,得票率_生活なごや,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_良識の風,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_とうごうの未来を創る会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_女性党,一人あたり得票率_女性党（光岡）,一人あたり得票率_幸福実現党,一人あたり得票率_改革尾張旭,一人あたり得票率_新風をおこす会,一人あたり得票率_日本一愛知の会,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_減税尾張旭,一人あたり得票率_減税日本,一人あたり得票率_減税日本一,一人あたり得票率_減税瀬戸,一人あたり得票率_無所属,一人あたり得票率_無所属の会,一人あたり得票率_生活なごや,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_良識の風,立候補者数_NHKから国民を守る党,立候補者数_とうごうの未来を創る会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公民,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_女性党,立候補者数_女性党（光岡）,立候補者数_幸福実現党,立候補者数_改革尾張旭,立候補者数_新風をおこす会,立候補者数_日本一愛知の会,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_減税尾張旭,立候補者数_減税日本,立候補者数_減税日本一,立候補者数_減税瀬戸,立候補者数_無所属,立候補者数_無所属の会,立候補者数_生活なごや,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_良識の風,当選者数_NHKから国民を守る党,当選者数_とうごうの未来を創る会,当選者数_みんなの党,当選者数_公明党,当選者数_公民,当選者数_国民新党,当選者数_国民民主党,当選者数_女性党,当選者数_女性党（光岡）,当選者数_幸福実現党,当選者数_改革尾張旭,当選者数_新風をおこす会,当選者数_日本一愛知の会,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_減税尾張旭,当選者数_減税日本,当選者数_減税日本一,当選者数_減税瀬戸,当選者数_無所属,当選者数_無所属の会,当選者数_生活なごや,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_良識の風
豊川市議会議員選挙（2011年04月24日投票）,豊川市議会議員選挙,愛知県,豊川市,20110424.0,2011.0,4.0,24.0,20110417.0,59.25,30.0,42.0,1.4,142592.0,,,36549.0,任期満了,61.26,,,,豊川市議会議員選挙（2011年04月24日投票）,1.0,42.0,30.0,1.4,0.0,0.0,0.0,0.21428571428571427,0.2,0.5952380952380952,0.3333333333333333,0.07142857142857142,0.7333333333333333,0.23333333333333334,0.03333333333333333,0.6348995657200768,0.31118156240485656,0.05391887187506673,0.02539598262880307,0.022227254457489753,0.01797295729168891,83360.98,7.0,54.857142857142854,11.541996667597417,32.0,48.25,59.0,63.75,71.0,54.8,11.443775600735973,32.0,49.0,59.0,63.5,71.0,,,1093.85,8047.59,,,,,,,,,1468.0,5333.1900000000005,,,,3570.0,,,,,60721.2,,,,,,,,,3127.15,,83360.98,,,0.013121846696140088,0.0965390522040408,,,,,,,,,0.017610157654096677,0.06397705497224242,,,,0.04282579211520786,,,,,0.7284127417887841,,,,,,,,,0.03751335456948803,,1.0,,,0.013121846696140088,0.0321796840680136,,,,,,,,,0.017610157654096677,0.02132568499074747,,,,0.04282579211520786,,,,,0.022762898180899504,,,,,,,,,0.03751335456948803,,,,1.0,3.0,,,,,,,,,1.0,3.0,,,,1.0,,,,,32.0,,,,,,,,,1.0,,,,0.0,3.0,,,,,,,,,0.0,2.0,,,,1.0,,,,,23.0,,,,,,,,,1.0,
豊川市議会議員選挙（2015年04月26日投票）,豊川市議会議員選挙,愛知県,豊川市,20150426.0,2015.0,4.0,26.0,20150419.0,52.01,30.0,34.0,1.1333333333333333,,,,,任期満了,59.25,,,,豊川市議会議員選挙（2015年04月26日投票）,1.0,34.0,30.0,1.1333333333333333,0.0,0.0,0.0,0.17647058823529413,0.13333333333333333,0.7352941176470589,0.23529411764705882,0.029411764705882353,0.8,0.16666666666666666,0.03333333333333333,0.7887655496214263,0.1894962052733223,0.021738245105251377,0.03155062198485705,0.02368702565916529,0.021738245105251377,73418.98999999999,5.0,56.588235294117645,10.207026550541553,36.0,49.75,59.0,65.0,72.0,56.9,10.715565002991363,36.0,49.75,59.5,65.0,72.0,,,,7007.95,,,,,,,,,,5723.5,,,,,,,,,53264.54,,,,,1017.75,,,,6405.25,,73418.99,,,,0.09545146289808672,,,,,,,,,,0.07795667033828713,,,,,,,,,0.7254872342972847,,,,,0.013862217390895734,,,,0.08724241507544574,,1.0,,,,0.03181715429936224,,,,,,,,,,0.03897833516914356,,,,,,,,,0.029019489371891388,,,,,0.013862217390895734,,,,0.02908080502514858,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,25.0,,,,,1.0,,,,3.0,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,22.0,,,,,0.0,,,,3.0,
豊川市議会議員選挙（2019年04月21日投票）,豊川市議会議員選挙,愛知県,豊川市,20190421.0,2019.0,4.0,21.0,20190414.0,49.0,30.0,34.0,1.1333333333333333,147842.0,,,,任期満了,52.01,,,,豊川市議会議員選挙（2019年04月21日投票）,1.0,34.0,30.0,1.1333333333333333,0.0,0.0,0.0,0.23529411764705882,0.2,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.8,0.16666666666666666,0.03333333333333333,0.7876018347650694,0.1680627035705671,0.04433546166436361,0.032816743115211225,0.021007837946320888,0.022167730832181806,71364.995,6.0,57.26470588235294,10.99547720797701,40.0,45.75,60.0,66.5,76.0,57.13333333333333,10.944506486005762,40.0,45.75,58.5,66.5,76.0,,,491.287,7129.558000000001,,,,,,260.0,,,,5293.471,,,,,,,,,52914.967000000004,,,,,,,,,5275.7119999999995,,71364.995,,,0.006884145371270607,0.09990273242504959,,,,,,0.003643242741066541,,,,0.07417461459921633,,,,,,,,,0.7414694977558677,,,,,,,,,0.07392576710752939,,1.0,,,0.006884145371270607,0.03330091080834986,,,,,,0.003643242741066541,,,,0.037087307299608165,,,,,,,,,0.029658779910234707,,,,,,,,,0.036962883553764696,,,,1.0,3.0,,,,,,1.0,,,,2.0,,,,,,,,,25.0,,,,,,,,,2.0,,,,0.0,3.0,,,,,,0.0,,,,2.0,,,,,,,,,23.0,,,,,,,,,2.0,
豊明市議会議員選挙（2003年04月27日投票）,豊明市議会議員選挙,愛知県,豊明市,20030427.0,2003.0,4.0,27.0,20030420.0,56.75,26.0,28.0,1.0769230769230769,51118.0,,,,その他,,,,,豊明市議会議員選挙（2003年04月27日投票）,1.0,28.0,25.0,1.12,0.0,0.0,0.0,0.14285714285714285,0.12,0.75,0.21428571428571427,0.03571428571428571,0.8,0.16,0.04,,,,,,,26685.0,4.0,54.892857142857146,11.2578204110815,16.0,51.5,56.5,60.25,73.0,55.72,8.534729052524163,34.0,52.0,56.0,60.0,73.0,,,,2784.0,,,,,,,,,,1973.0,,,,,,,,,21928.0,,,,,,,,,,,26685.0,,,,0.10432827431141091,,,,,,,,,,0.07393666854037849,,,,,,,,,0.8217350571482106,,,,,,,,,,,1.0,,,,0.052164137155705455,,,,,,,,,,0.036968334270189245,,,,,,,,,0.035727611180356986,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,23.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,21.0,,,0.0,,,,,,,
豊明市議会議員選挙（2007年04月22日投票）,豊明市議会議員選挙,愛知県,豊明市,20070422.0,2007.0,4.0,22.0,20070415.0,57.89,22.0,28.0,1.2727272727272727,52045.0,,,927.0,任期満了,56.75,,,,豊明市議会議員選挙（2007年04月22日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.17857142857142858,0.22727272727272727,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.03571428571428571,,,29681.0,4.0,55.607142857142854,9.536918062060142,30.0,49.0,58.0,63.25,71.0,54.59090909090909,9.939174517164119,30.0,49.0,56.0,61.75,71.0,,,,2871.0,,,,,,,,,,2044.37,,,,,,,,,23745.63,,,1020.0,,,,,,,,29681.0,,,,0.0967285468818436,,,,,,,,,,0.06887807014588457,,,,,,,,,0.8000279640173849,,,0.03436541895488696,,,,,,,,1.0,,,,0.0483642734409218,,,,,,,,,,0.034439035072942284,,,,,,,,,0.034783824522495,,,0.03436541895488696,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,23.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,18.0,,,1.0,,,,,,,
豊明市議会議員選挙（2011年04月24日投票）,豊明市議会議員選挙,愛知県,豊明市,20110424.0,2011.0,4.0,24.0,20110417.0,55.69,20.0,24.0,1.2,52561.0,,,516.0,任期満了,57.89,,,,豊明市議会議員選挙（2011年04月24日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.2916666666666667,0.35,0.6666666666666666,0.3333333333333333,0.0,0.7,0.3,0.0,0.6832649214659686,0.3167350785340314,,0.04270405759162304,0.03959188481675392,,28650.0,3.0,54.458333333333336,10.412249063269453,33.0,47.0,55.0,63.5,69.0,55.0,9.1104335791443,37.0,49.5,55.0,62.25,69.0,,,,2753.37,,,,,,,,,,1726.0,,,,,,,,,24170.629999999997,,,,,,,,,,,28649.999999999996,,,,0.09610366492146598,,,,,,,,,,0.060244328097731246,,,,,,,,,0.8436520069808028,,,,,,,,,,,1.0,,,,0.04805183246073299,,,,,,,,,,0.030122164048865623,,,,,,,,,0.04218260034904014,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,20.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,17.0,,,,,,,,,,
豊明市議会議員選挙（2015年04月26日投票）,豊明市議会議員選挙,愛知県,豊明市,20150426.0,2015.0,4.0,26.0,20150419.0,55.93,20.0,35.0,1.75,53037.0,,,476.0,任期満了,55.69,,,,豊明市議会議員選挙（2015年04月26日投票）,1.0,35.0,20.0,1.75,0.0,0.0,0.0,0.17142857142857143,0.25,0.45714285714285713,0.4857142857142857,0.05714285714285714,0.6,0.4,0.0,0.5489171234622213,0.4167239315749381,0.03435894496284054,0.03430732021638883,0.024513172445584593,0.01717947248142027,28958.98,3.0,54.885714285714286,11.562924564736896,26.0,46.0,56.0,64.0,73.0,54.35,10.412852635085162,36.0,46.75,56.5,61.75,73.0,,,,2172.98,,,,,,,,,,1788.0,,,,,,,,,24998.0,,,,,,,,,,,28958.98,,,,0.07503648263854597,,,,,,,,,,0.06174250612417979,,,,,,,,,0.8632210112372742,,,,,,,,,,,1.0,,,,0.037518241319272984,,,,,,,,,,0.030871253062089894,,,,,,,,,0.027845839072170135,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,31.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,17.0,,,,,,,,,,
豊明市議会議員選挙（2019年04月21日投票）,豊明市議会議員選挙,愛知県,豊明市,20190421.0,2019.0,4.0,21.0,20190414.0,47.53,20.0,25.0,1.25,,,,,任期満了,55.93,,,,豊明市議会議員選挙（2019年04月21日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.24,0.3,,,,,,,,,,,,,25529.997,3.0,54.28,10.879411748803333,32.0,48.0,56.0,63.0,72.0,54.3,11.82412787481597,32.0,44.75,56.5,63.25,72.0,,,,2244.798,,,,,,,,,,1175.0,,,,,,,,,22110.199,,,,,,,,,,,25529.997,,,,0.0879278599210176,,,,,,,,,,0.0460242905629797,,,,,,,,,0.8660478495160028,,,,,,,,,,,1.0,,,,0.0439639299605088,,,,,,,,,,0.0460242905629797,,,,,,,,,0.03936581134163649,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,22.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,17.0,,,,,,,,,,
豊根村議会議員補欠選挙（2009年10月18日投票）,豊根村議会議員補欠選挙,愛知県,豊根村,20091018.0,2009.0,10.0,18.0,20091013.0,無投票,1.0,1.0,1.0,118.0,,,,その他,,,,,豊根村議会議員補欠選挙（2009年10月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
豊根村議会議員選挙（2003年04月27日投票）,豊根村議会議員選挙,愛知県,豊根村,20030427.0,2003.0,4.0,27.0,20030422.0,無投票,10.0,10.0,1.0,1262.0,,,,任期満了,,,,,豊根村議会議員選挙（2003年04月27日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,61.7,6.827151675479314,47.0,58.25,62.0,65.5,72.0,61.7,6.827151675479314,47.0,58.25,62.0,65.5,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
豊根村議会議員選挙（2007年04月22日投票）,豊根村議会議員選挙,愛知県,豊根村,20070422.0,2007.0,4.0,22.0,20070417.0,,0.0,11.0,,1322.0,,,60.0,任期満了,,,,,豊根村議会議員選挙（2007年04月22日投票）,2.0,11.0,10.0,1.1,0.18181818181818182,0.5,0.5,0.0,0.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.7,0.2,0.1,0.5167910447761194,0.35074626865671643,0.13246268656716417,0.10335820895522388,0.11691542288557215,0.13246268656716417,1072.0,1.0,60.0,6.564366617649345,47.0,56.5,61.0,63.5,70.0,59.7,6.812488532100439,47.0,56.25,60.5,63.75,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
豊根村議会議員選挙（2011年04月24日投票）,豊根村議会議員選挙,愛知県,豊根村,20110424.0,2011.0,4.0,24.0,20110419.0,91.18,8.0,10.0,1.25,1190.0,,,-132.0,任期満了,,,,,豊根村議会議員選挙（2011年04月24日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.1,0.5,0.375,0.125,0.48985239852398527,0.41051660516605165,0.0996309963099631,0.09797047970479705,0.10262915129151291,0.0996309963099631,1084.0,1.0,59.8,4.955804677345546,52.0,56.0,59.5,64.0,67.0,58.25,4.293891009329417,52.0,55.75,57.5,60.25,67.0,,,,,,,,,,,,,,,,,,,,,,,1084.0,,,,,,,,,,,1084.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
豊根村議会議員選挙（2015年04月26日投票）,豊根村議会議員選挙,愛知県,豊根村,20150426.0,2015.0,4.0,26.0,20150421.0,91.01,8.0,10.0,1.25,,,,,任期満了,91.18,,,,豊根村議会議員選挙（2015年04月26日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.625,0.375,0.0,0.6285639958376691,0.2996357960457856,0.07180020811654526,0.10476066597294485,0.09987859868192854,0.07180020811654526,961.0,1.0,63.4,4.223742416388575,56.0,60.75,63.5,64.75,71.0,64.875,3.295356581616017,60.0,63.0,64.0,66.0,71.0,,,,,,,,,,,,,,,,,,,,,,,961.0,,,,,,,,,,,961.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
豊根村議会議員選挙（2019年03月24日投票）,豊根村議会議員選挙,愛知県,豊根村,20190324.0,2019.0,3.0,24.0,20190319.0,無投票,8.0,8.0,1.0,,,,,任期満了,91.01,,,,豊根村議会議員選挙（2019年03月24日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,1.0,68.625,3.3517719194479807,64.0,67.0,67.5,69.25,75.0,68.625,3.3517719194479807,64.0,67.0,67.5,69.25,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
豊橋市議会議員選挙（2007年04月22日投票）,豊橋市議会議員選挙,愛知県,豊橋市,20070422.0,2007.0,4.0,22.0,20070415.0,55.82,40.0,53.0,1.325,285056.0,,,,任期満了,,,,,豊橋市議会議員選挙（2007年04月22日投票）,1.0,53.0,40.0,1.325,0.0,0.0,0.0,0.09433962264150944,0.1,0.660377358490566,0.2830188679245283,0.05660377358490566,0.75,0.225,0.025,0.7099771991374103,0.24518455930519753,0.04483824155739213,0.02028506283249744,0.01634563728701317,0.014946080519130711,157265.97999999998,5.0,53.83018867924528,11.07050449508607,27.0,48.0,56.0,60.0,78.0,53.225,9.432622912000667,27.0,48.75,55.5,60.0,68.0,,,,18645.59,,,,,,,,,,11082.880000000001,,,,5129.0,,,,,69766.36,,,,,,,,,52642.15,,157265.98,,,,0.11856086103300917,,,,,,,,,,0.07047220257044785,,,,0.03261353790565512,,,,,0.4436201650223398,,,,,,,,,0.334733233468548,,1.0,,,,0.019760143505501527,,,,,,,,,,0.017618050642611963,,,,0.03261353790565512,,,,,0.01706231403932076,,,,,,,,,0.02092082709178425,,,,,6.0,,,,,,,,,,4.0,,,,1.0,,,,,26.0,,,,,,,,,16.0,,,,,6.0,,,,,,,,,,3.0,,,,1.0,,,,,15.0,,,,,,,,,15.0,
豊橋市議会議員選挙（2011年04月24日投票）,豊橋市議会議員選挙,愛知県,豊橋市,20110424.0,2011.0,4.0,24.0,20110417.0,51.73,36.0,43.0,1.1944444444444444,289812.0,,,4756.0,任期満了,55.82,,,,豊橋市議会議員選挙（2011年04月24日投票）,1.0,43.0,36.0,1.1944444444444444,0.0,0.0,0.0,0.13953488372093023,0.1111111111111111,0.6046511627906976,0.37209302325581395,0.023255813953488372,0.6666666666666666,0.3333333333333333,0.0,0.6509514888712012,0.3380901753664718,0.010958335762326955,0.025036595725815434,0.021130635960404487,0.010958335762326955,148037.98999999996,6.0,51.0,9.972053974238019,29.0,44.5,53.0,59.0,68.0,49.97222222222222,10.056744865211137,29.0,42.75,53.0,58.25,65.0,,,,16349.99,,,,,,,,,3853.0,9354.380000000001,,,,7893.0,,,,,83016.66,,,,,,,,,27570.96,,148037.99,,,,0.11044455548200838,,,,,,,,,0.026027102907841427,0.06318905032417693,,,,0.05331739508216776,,,,,0.5607794323605718,,,,,,,,,0.18624246384323376,,1.0,,,,0.022088911096401674,,,,,,,,,0.026027102907841427,0.021063016774725645,,,,0.02665869754108388,,,,,0.02243117729442287,,,,,,,,,0.026606066263319107,,,,,5.0,,,,,,,,,1.0,3.0,,,,2.0,,,,,25.0,,,,,,,,,7.0,,,,,5.0,,,,,,,,,1.0,2.0,,,,2.0,,,,,19.0,,,,,,,,,7.0,
豊橋市議会議員選挙（2015年04月26日投票）,豊橋市議会議員選挙,愛知県,豊橋市,20150426.0,2015.0,4.0,26.0,20150419.0,48.43,36.0,42.0,1.1666666666666667,291340.0,,,1528.0,任期満了,51.73,,,,豊橋市議会議員選挙（2015年04月26日投票）,1.0,42.0,36.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.1388888888888889,0.7857142857142857,0.19047619047619047,0.023809523809523808,0.8333333333333334,0.16666666666666666,0.0,0.8177108208821271,0.16985632947292087,0.012432849644952145,0.02477911578430688,0.02123204118411511,0.012432849644952145,139276.99999999997,6.0,53.642857142857146,10.042342329147235,31.0,46.75,57.0,61.75,69.0,52.888888888888886,10.109890036158152,31.0,46.0,54.5,60.5,69.0,,,,15279.21,,,,,,,,,,9864.45,,,,8307.0,,,,,54460.020000000004,,,1731.61,,,,,,49634.70999999999,,139277.0,,,,0.10970375582472339,,,,,,,,,,0.07082612348054597,,,,0.05964373155653841,,,,,0.3910194791674146,,,0.012432849644952145,,,,,,0.35637406032582547,,1.0,,,,0.021940751164944677,,,,,,,,,,0.023608707826848655,,,,0.029821865778269206,,,,,0.02300114583337733,,,0.012432849644952145,,,,,,0.025455290023273246,,,,,5.0,,,,,,,,,,3.0,,,,2.0,,,,,17.0,,,1.0,,,,,,14.0,,,,,5.0,,,,,,,,,,3.0,,,,2.0,,,,,14.0,,,0.0,,,,,,12.0,
豊橋市議会議員選挙（2019年04月21日投票）,豊橋市議会議員選挙,愛知県,豊橋市,20190421.0,2019.0,4.0,21.0,20190414.0,44.67,36.0,41.0,1.1388888888888888,132631.0,,,-158709.0,任期満了,48.43,,,,豊橋市議会議員選挙（2019年04月21日投票）,1.0,41.0,36.0,1.1388888888888888,0.0,0.0,0.0,0.1951219512195122,0.16666666666666666,,,,,,,,,,,,,130743.994,4.0,54.02439024390244,10.098267914454436,35.0,47.0,55.0,62.0,72.0,54.19444444444444,9.805949000605148,35.0,47.75,55.0,62.0,72.0,,,,15948.924,,,,,,,,,,8441.372,,,,,,,,,52938.934,,,,,,,,,53414.763999999996,,130743.994,,,,0.12198590170038709,,,,,,,,,,0.0645641282765157,,,,,,,,,0.40490528383277014,,,,,,,,,0.40854468619032697,,1.0,,,,0.02439718034007742,,,,,,,,,,0.0215213760921719,,,,,,,,,0.022494737990709453,,,,,,,,,0.027236312412688465,,,,,5.0,,,,,,,,,,3.0,,,,,,,,,18.0,,,,,,,,,15.0,,,,,5.0,,,,,,,,,,3.0,,,,,,,,,13.0,,,,,,,,,15.0,
豊田市議会議員増員選挙（2005年04月24日投票）,豊田市議会議員増員選挙,愛知県,豊田市,20050424.0,2005.0,4.0,24.0,20050417.0,,0.0,14.0,,34435.0,,,,その他,,,,,豊田市議会議員増員選挙（2005年04月24日投票）,6.0,14.0,7.0,2.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.08333333333333333,,20420.0,2.0,57.357142857142854,8.173189121032454,41.0,52.25,58.0,61.5,74.0,55.142857142857146,8.724817991201412,41.0,49.0,57.0,61.0,68.0,,,,,,,,,,,,,,2330.52,,,,,,,,,,,,,,,,,,,,2330.52,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,7.0,,,,,,,,,,
豊田市議会議員補欠選挙（2012年02月05日投票）,豊田市議会議員補欠選挙,愛知県,豊田市,20120205.0,2012.0,2.0,5.0,20120129.0,無投票,1.0,1.0,1.0,326460.0,,,,その他,,,,,豊田市議会議員補欠選挙（2012年02月05日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
