,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_地域政党いわて,得票数_幸福実現党,得票数_政党こどもの涙ゼロ,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_地域政党いわて,得票率_幸福実現党,得票率_政党こどもの涙ゼロ,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いわて,一人あたり得票率_幸福実現党,一人あたり得票率_政党こどもの涙ゼロ,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党いわて,立候補者数_幸福実現党,立候補者数_政党こどもの涙ゼロ,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党いわて,当選者数_幸福実現党,当選者数_政党こどもの涙ゼロ,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_青年自由
陸前高田市議会議員補欠選挙（2019年02月03日投票）,陸前高田市議会議員補欠選挙,岩手県,陸前高田市,20190203.0,2019.0,2.0,3.0,20190127.0,78.31,1.0,3.0,3.0,,,,,その他,,,,,陸前高田市議会議員補欠選挙（2019年02月03日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,12358.0,1.0,60.666666666666664,6.599663291074444,52.0,57.0,62.0,65.0,68.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,12358.0,,,,,12358.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,
陸前高田市議会議員選挙（2007年04月22日投票）,陸前高田市議会議員選挙,岩手県,陸前高田市,20070422.0,2007.0,4.0,22.0,20070415.0,82.22,20.0,21.0,1.05,20777.0,,,,任期満了,,,,,陸前高田市議会議員選挙（2007年04月22日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.047619047619047616,0.05,0.7619047619047619,0.23809523809523808,0.0,0.75,0.25,0.0,0.7295927388459952,0.2704072611540048,,0.0455995461778747,0.054081452230800964,,16967.0,2.0,57.666666666666664,7.71722460186015,43.0,55.0,58.0,60.0,78.0,56.65,6.389640052459919,43.0,54.5,57.5,59.25,71.0,,,,,,2811.0,,14156.0,,,,,16967.0,,,,,,0.16567454470442625,,0.8343254552955738,,,,,1.0,,,,,,0.05522484823480875,,0.046351414183087435,,,,,,,,,,3.0,,18.0,,,,,,,,,,3.0,,17.0,,,,
陸前高田市議会議員選挙（2011年09月11日投票）,陸前高田市議会議員選挙,岩手県,陸前高田市,20110911.0,2011.0,9.0,11.0,20110904.0,77.68,18.0,19.0,1.0555555555555556,17707.0,,,-3070.0,任期満了,82.22,,,,陸前高田市議会議員選挙（2011年09月11日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.7368421052631579,0.2631578947368421,0.0,0.7222222222222222,0.2777777777777778,0.0,0.683299055135476,0.31670094486452405,,0.04880707536681971,0.0633401889729048,,13511.99,2.0,58.36842105263158,7.183391123504344,44.0,55.5,59.0,62.5,75.0,58.333333333333336,7.3786478737262176,44.0,55.25,59.0,62.75,75.0,,,,,,2811.0,,10700.99,,,,,13511.99,,,,,,0.20803745414258004,,0.79196254585742,,,,,1.0,,,,,,0.06934581804752668,,0.04949765911608875,,,,,,,,,,3.0,,16.0,,,,,,,,,,3.0,,15.0,,,,
陸前高田市議会議員選挙（2015年09月06日投票）,陸前高田市議会議員選挙,岩手県,陸前高田市,20150906.0,2015.0,9.0,6.0,20150830.0,,18.0,19.0,1.0555555555555556,,,,,任期満了,77.68,,,,陸前高田市議会議員選挙（2015年09月06日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.1111111111111111,0.631578947368421,0.3157894736842105,0.05263157894736842,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6015993602558977,0.3473810475809676,0.051019592163134744,0.050133280021324805,0.0578968412634946,0.051019592163134744,12505.0,2.0,57.26315789473684,10.730390218357725,26.0,52.0,60.0,65.0,72.0,56.72222222222222,10.769326583483686,26.0,52.0,59.5,64.75,72.0,,,,,,1938.0,,10567.0,,,,,12505.0,,,,,,0.1549780087964814,,0.8450219912035186,,,,,1.0,,,,,,0.0516593362654938,,0.052813874450219914,,,,,,,,,,3.0,,16.0,,,,,,,,,,3.0,,15.0,,,,
陸前高田市議会議員選挙（2019年09月08日投票）,陸前高田市議会議員選挙,岩手県,陸前高田市,20190908.0,2019.0,9.0,8.0,20190901.0,76.91,18.0,26.0,1.4444444444444444,,,,,任期満了,,,,,陸前高田市議会議員選挙（2019年09月08日投票）,1.0,26.0,18.0,1.4444444444444444,0.0,0.0,0.0,0.19230769230769232,0.2222222222222222,0.5769230769230769,0.38461538461538464,0.038461538461538464,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6392674113475825,0.3212150423460663,0.03951754630635129,0.04261782742317217,0.03212150423460663,0.03951754630635129,12601.997,2.0,59.76923076923077,9.814854097068665,26.0,55.25,62.0,66.75,76.0,57.833333333333336,10.023583302503262,26.0,53.0,59.5,63.75,69.0,,,,,,1797.0,,10804.997,,,,,12601.997,,,,,,0.14259644721388207,,0.8574035527861179,,,,,1.0,,,,,,0.04753214907129402,,0.03727841533852687,,,,,,,,,,3.0,,23.0,,,,,,,,,,3.0,,15.0,,,,
雫石町議会議員補欠選挙（2014年10月19日投票）,雫石町議会議員補欠選挙,岩手県,雫石町,20141019.0,2014.0,10.0,19.0,20141014.0,,2.0,3.0,1.5,,,,,その他,,,,,雫石町議会議員補欠選挙（2014年10月19日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,9257.0,1.0,57.333333333333336,9.809292646374775,45.0,51.5,58.0,63.5,69.0,57.0,12.0,45.0,51.0,57.0,63.0,69.0,,,,,,,,9257.0,,,,,9257.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,
雫石町議会議員補欠選挙（2018年10月28日投票）,雫石町議会議員補欠選挙,岩手県,雫石町,20181028.0,2018.0,10.0,28.0,20181023.0,64.4,1.0,2.0,2.0,,,,,辞職/山崎芳邦氏の辞職による,,,,,雫石町議会議員補欠選挙（2018年10月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,6186.0,1.0,59.5,2.5,57.0,58.25,59.5,60.75,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,6186.0,,,,,6186.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
雫石町議会議員選挙（2007年04月22日投票）,雫石町議会議員選挙,岩手県,雫石町,20070422.0,2007.0,4.0,22.0,20070417.0,76.44,20.0,23.0,1.15,15566.0,,,,任期満了,,,,,雫石町議会議員選挙（2007年04月22日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.21739130434782608,0.043478260869565216,0.8,0.15,0.05,0.7681979395372404,0.18197939537240332,0.049822665090356356,0.045188114090425904,0.036395879074480664,0.049822665090356356,11842.0,3.0,60.17391304347826,5.939200457923195,49.0,57.0,60.0,62.0,75.0,59.3,5.348831648126533,49.0,56.75,59.5,61.25,72.0,,,,,,911.0,,10413.0,518.0,,,,11842.0,,,,,,0.07692957270731296,,0.8793278162472555,0.04374261104543151,,,,1.0,,,,,,0.03846478635365648,,0.043966390812362775,0.04374261104543151,,,,,,,,,2.0,,20.0,1.0,,,,,,,,,1.0,,18.0,1.0,,,
雫石町議会議員選挙（2011年07月31日投票）,雫石町議会議員選挙,岩手県,雫石町,20110731.0,2011.0,7.0,31.0,20110726.0,70.99,20.0,23.0,1.15,15142.0,,,-424.0,任期満了,76.44,,,,雫石町議会議員選挙（2011年07月31日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.08695652173913043,0.1,0.6521739130434783,0.2608695652173913,0.08695652173913043,0.75,0.15,0.1,0.7071642349420127,0.2048260381593715,0.08800972689861579,0.04714428232946752,0.03413767302656192,0.044004863449307895,10692.0,3.0,61.30434782608695,5.496518918992556,52.0,57.0,61.0,65.5,72.0,60.95,5.545042831214202,52.0,56.0,60.5,65.25,72.0,,,,,,720.0,,9537.0,435.0,,,,10692.0,,,,,,0.06734006734006734,,0.8919753086419753,0.04068462401795735,,,,1.0,,,,,,0.06734006734006734,,0.04247501469723692,0.04068462401795735,,,,,,,,,1.0,,21.0,1.0,,,,,,,,,1.0,,18.0,1.0,,,
雫石町議会議員選挙（2015年07月12日投票）,雫石町議会議員選挙,岩手県,雫石町,20150712.0,2015.0,7.0,12.0,20150707.0,65.79,16.0,19.0,1.1875,,,,,任期満了,70.99,,,,雫石町議会議員選挙（2015年07月12日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.0625,0.8421052631578947,0.15789473684210525,0.0,0.9375,0.0625,0.0,0.9030372612462164,0.09696273875378353,,0.056439828827888526,0.032320912917927845,,9581.0,3.0,64.05263157894737,7.08202828670852,46.0,59.5,64.0,70.0,76.0,65.0,7.262919523166975,46.0,61.5,66.0,70.0,76.0,,,,,,759.0,,8382.0,440.0,,,,9581.0,,,,,,0.07921928817451206,,0.8748564867967853,0.045924225028702644,,,,1.0,,,,,,0.07921928817451206,,0.05146214628216384,0.045924225028702644,,,,,,,,,1.0,,17.0,1.0,,,,,,,,,1.0,,14.0,1.0,,,
雫石町議会議員選挙（2019年07月21日投票）,雫石町議会議員選挙,岩手県,雫石町,20190721.0,2019.0,7.0,21.0,20190716.0,64.56,16.0,20.0,1.25,,,,,任期満了,65.79,,,,雫石町議会議員選挙（2019年07月21日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0,0.7,0.25,0.05,0.625,0.3125,0.0625,0.6436710809978442,0.2914485165794066,0.0648804024227492,0.0459765057855603,0.058289703315881326,0.0648804024227492,9741.0,3.0,64.25,9.944219426380334,40.0,61.5,64.5,70.25,80.0,63.5,10.682930309610748,40.0,59.25,64.0,70.25,80.0,,,,,,574.0,,8787.0,380.0,,,,9741.0,,,,,,0.05892618827635766,,0.9020634431783184,0.03901036854532389,,,,1.0,,,,,,0.05892618827635766,,0.0501146357321288,0.03901036854532389,,,,,,,,,1.0,,18.0,1.0,,,,,,,,,1.0,,14.0,1.0,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公明党,国民民主党,地域政党いわて,幸福実現党,政党こどもの涙ゼロ,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,青年自由,sum_v,公明党,国民民主党,地域政党いわて,幸福実現党,政党こどもの涙ゼロ,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,青年自由,sum_v,公明党,国民民主党,地域政党いわて,幸福実現党,政党こどもの涙ゼロ,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,青年自由,公明党,国民民主党,地域政党いわて,幸福実現党,政党こどもの涙ゼロ,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,青年自由,公明党,国民民主党,地域政党いわて,幸福実現党,政党こどもの涙ゼロ,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,青年自由
