,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_　,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
瑞浪市議会議員選挙（2011年02月06日投票）,瑞浪市議会議員選挙,岐阜県,瑞浪市,20110206.0,2011.0,2.0,6.0,20110130.0,70.0,16.0,19.0,1.1875,31952.0,,,-393.0,任期満了,75.3,,,,瑞浪市議会議員選挙（2011年02月06日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.3157894736842105,0.0,0.8125,0.1875,0.0,0.7701378809869376,0.22986211901306242,,0.05924137546053366,0.038310353168843736,,22048.0,4.0,59.94736842105263,7.1338605788873375,41.0,56.5,61.0,64.0,70.0,61.25,5.921359641163505,47.0,57.0,62.0,65.25,70.0,,1919.0,,,1012.0,,1049.0,,18068.0,,,,,22048.0,,0.08703737300435414,,,0.04589985486211901,,0.04757801161103048,,0.8194847605224964,,,,,1.0,,0.08703737300435414,,,0.04589985486211901,,0.04757801161103048,,0.051217797532656026,,,,,,1.0,,,1.0,,1.0,,16.0,,,,,,1.0,,,1.0,,1.0,,13.0,,,,
瑞浪市議会議員選挙（2015年02月08日投票）,瑞浪市議会議員選挙,岐阜県,瑞浪市,20150208.0,2015.0,2.0,8.0,20150201.0,,16.0,20.0,1.25,,,,,任期満了,70.0,,,,瑞浪市議会議員選挙（2015年02月08日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.125,0.65,0.35,0.0,0.6875,0.3125,0.0,0.6741863354037267,0.3258136645962733,,0.051860487338748214,0.046544809228039045,,20125.0,4.0,57.35,15.057473227603628,26.0,57.0,61.5,67.0,74.0,57.375,14.352155761417864,26.0,57.0,61.5,67.0,74.0,,1522.0,,,955.0,,,,17237.0,,,411.0,,20125.0,,0.07562732919254658,,,0.047453416149068325,,,,0.8564968944099379,,,0.020422360248447204,,1.0,,0.07562732919254658,,,0.047453416149068325,,,,0.05038217025940811,,,0.020422360248447204,,,1.0,,,1.0,,,,17.0,,,1.0,,,1.0,,,1.0,,,,14.0,,,0.0,
瑞浪市議会議員選挙（2019年02月03日投票）,瑞浪市議会議員選挙,岐阜県,瑞浪市,20190203.0,2019.0,2.0,3.0,20190127.0,62.31,16.0,18.0,1.125,,,,,任期満了,,,,,瑞浪市議会議員選挙（2019年02月03日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.5555555555555556,0.4444444444444444,0.0,0.625,0.375,0.0,0.6109624057230836,0.3890375942769163,,0.06109624057230836,0.04862969928461454,,19108.999,4.0,55.5,13.590233421264127,30.0,45.0,59.5,64.0,79.0,55.0,14.326548781894402,30.0,42.5,59.0,64.5,79.0,,1659.0,,321.0,991.0,,,,16137.998999999998,,,,,19108.998999999996,,0.08681773440879872,,0.016798368140581308,0.05186038263961394,,,,0.8445235148110061,,,,,1.0,,0.08681773440879872,,0.016798368140581308,0.05186038263961394,,,,0.05630156765406707,,,,,,1.0,,1.0,1.0,,,,15.0,,,,,,1.0,,0.0,1.0,,,,14.0,,,,
瑞穂市議会議員補欠選挙（2007年04月22日投票）,瑞穂市議会議員補欠選挙,岐阜県,瑞穂市,20070422.0,2007.0,4.0,22.0,20070415.0,51.29,3.0,4.0,1.3333333333333333,36682.0,,,,任期満了,,,,,瑞穂市議会議員補欠選挙（2007年04月22日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.3333333333333333,0.3333333333333333,,0.3983364667008489,0.22047513245599043,,0.19916823335042444,0.22047513245599043,17553.0,2.0,58.5,4.031128874149275,52.0,57.25,59.5,60.75,63.0,60.666666666666664,1.699673171197595,59.0,59.5,60.0,61.5,63.0,,,,,1945.0,,,,15608.0,,,,,17553.0,,,,,0.11080726941263602,,,,0.889192730587364,,,,,1.0,,,,,0.11080726941263602,,,,0.29639757686245466,,,,,,,,,1.0,,,,3.0,,,,,,,,,0.0,,,,3.0,,,,
瑞穂市議会議員補欠選挙（2015年04月26日投票）,瑞穂市議会議員補欠選挙,岐阜県,瑞穂市,20150426.0,2015.0,4.0,26.0,20150419.0,45.06,2.0,3.0,1.5,39614.0,,,2932.0,その他,51.29,,,,瑞穂市議会議員補欠選挙（2015年04月26日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.25104432582965885,0.1886168484567185,0.5603388257136227,0.25104432582965885,0.1886168484567185,0.5603388257136227,17236.0,2.0,58.666666666666664,3.39934634239519,54.0,57.0,60.0,61.0,62.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,3251.0,,,,13985.0,,,,,17236.0,,,,,0.1886168484567185,,,,0.8113831515432816,,,,,1.0,,,,,0.1886168484567185,,,,0.4056915757716408,,,,,,,,,1.0,,,,2.0,,,,,,,,,0.0,,,,1.0,,,,
瑞穂市議会議員補欠選挙（2019年04月21日投票）,瑞穂市議会議員補欠選挙,岐阜県,瑞穂市,20190421.0,2019.0,4.0,21.0,20190414.0,41.6,1.0,2.0,2.0,,,,,その他,45.06,,,,瑞穂市議会議員補欠選挙（2019年04月21日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,16501.0,2.0,52.5,13.5,39.0,45.75,52.5,59.25,66.0,39.0,0.0,39.0,39.0,39.0,39.0,39.0,,,,,4905.0,,,,11596.0,,,,,16501.0,,,,,0.29725471183564633,,,,0.7027452881643537,,,,,1.0,,,,,0.29725471183564633,,,,0.7027452881643537,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.0,,,,1.0,,,,
瑞穂市議会議員選挙（2008年04月20日投票）,瑞穂市議会議員選挙,岐阜県,瑞穂市,20080420.0,2008.0,4.0,20.0,20080413.0,56.87,20.0,26.0,1.3,37725.0,,,,任期満了,,,,,瑞穂市議会議員選挙（2008年04月20日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.5769230769230769,0.38461538461538464,0.038461538461538464,0.6,0.4,0.0,0.5855459565136985,0.39902701193023776,0.015427031556063816,0.03903639710091323,0.039902701193023776,0.015427031556063816,21196.559999999998,5.0,58.0,10.869859527788119,29.0,53.75,60.5,64.75,76.0,60.85,7.863046483393062,46.0,57.5,62.0,65.0,76.0,,1741.0,,,1466.0,,965.0,,8472.42,,,,8552.14,21196.559999999998,,0.08213596923274344,,,0.06916216593635949,,0.045526255203674565,,0.3997073109976336,,,,0.403468298629589,1.0,,0.08213596923274344,,,0.034581082968179744,,0.045526255203674565,,0.030746716230587202,,,,0.044829810958843225,,1.0,,,2.0,,1.0,,13.0,,,,9.0,,1.0,,,2.0,,1.0,,8.0,,,,8.0
瑞穂市議会議員選挙（2012年04月15日投票）,瑞穂市議会議員選挙,岐阜県,瑞穂市,20120415.0,2012.0,4.0,15.0,20120408.0,51.17,19.0,24.0,1.263157894736842,38542.0,,,817.0,任期満了,56.87,,,,瑞穂市議会議員選挙（2012年04月15日投票）,1.0,24.0,19.0,1.263157894736842,0.0,0.0,0.0,0.08333333333333333,0.10526315789473684,0.75,0.16666666666666666,0.08333333333333333,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.8243529956763433,0.10634084826024294,0.06930615606341363,0.04579738864868574,0.026585212065060735,0.034653078031706815,19428.0,5.0,62.791666666666664,8.376450952256304,45.0,57.0,63.0,68.0,80.0,63.578947368421055,7.617955171647437,50.0,58.5,64.0,68.0,80.0,,1759.0,,,930.21,,699.22,,7046.3,,,,8993.27,19428.0,,0.09053942763022442,,,0.0478798641136504,,0.035990323244801316,,0.36268787317274037,,,,0.4629025118385835,1.0,,0.09053942763022442,,,0.0239399320568252,,0.035990323244801316,,0.032971624833885486,,,,0.051433612426509276,,1.0,,,2.0,,1.0,,11.0,,,,9.0,,1.0,,,0.0,,1.0,,9.0,,,,8.0
瑞穂市議会議員選挙（2016年04月17日投票）,瑞穂市議会議員選挙,岐阜県,瑞穂市,20160417.0,2016.0,4.0,17.0,20160410.0,47.43,18.0,21.0,1.1666666666666667,39748.0,,,1206.0,任期満了,51.17,,,,瑞穂市議会議員選挙（2016年04月17日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.7142857142857143,0.2857142857142857,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6879187953751008,0.31208120462489913,,0.045861253025006724,0.052013534104149856,,18595.0,0.0,62.904761904761905,8.170240783913298,41.0,59.0,63.0,69.0,77.0,62.833333333333336,8.719390906352219,41.0,56.75,63.5,69.75,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瑞穂市議会議員選挙（2020年04月26日投票）,瑞穂市議会議員選挙,岐阜県,瑞穂市,20200426.0,2020.0,4.0,26.0,20200419.0,41.23,18.0,26.0,1.4444444444444444,,,,,任期満了,47.43,,,,瑞穂市議会議員選挙（2020年04月26日投票）,1.0,26.0,18.0,1.4444444444444444,0.0,0.0,0.0,0.038461538461538464,0.0,0.6153846153846154,0.2692307692307692,0.11538461538461539,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.553357062385106,0.3482218562052211,0.09842108140967293,0.03458481639906912,0.04974597945788873,0.03280702713655764,17099.995000000003,5.0,64.8076923076923,9.454421964062965,40.0,59.0,67.0,71.5,81.0,63.888888888888886,10.2734225006345,40.0,58.25,67.0,70.0,81.0,,1245.0,,,1295.0,,,,10583.671,,528.92,,3447.404,17099.995,,0.0728070388324675,,,0.0757310162956188,,,,0.6189283096281608,,0.030931003196199763,,0.20160263204755324,1.0,,0.0728070388324675,,,0.0378655081478094,,,,0.03868301935176005,,0.030931003196199763,,0.033600438674592205,,1.0,,,2.0,,,,16.0,,1.0,,6.0,,1.0,,,1.0,,,,10.0,,1.0,,5.0
白川村議会議員選挙（2007年04月22日投票）,白川村議会議員選挙,岐阜県,白川村,20070422.0,2007.0,4.0,22.0,20070417.0,96.04,8.0,9.0,1.125,1466.0,,,,任期満了,,,,,白川村議会議員選挙（2007年04月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.625,0.375,0.0,0.5275985663082438,0.47240143369175625,,0.10551971326164875,0.11810035842293906,,1395.0,1.0,,,,,,,,56.5,7.681145747868608,44.0,52.5,57.5,60.0,71.0,,,,,,,,,1395.0,,,,,1395.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,9.0,,,,,,,,,,,,,8.0,,,,
白川村議会議員選挙（2011年04月24日投票）,白川村議会議員選挙,岐阜県,白川村,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,8.0,8.0,1.0,1425.0,,,-41.0,任期満了,96.04,,,,白川村議会議員選挙（2011年04月24日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,8.0,,,,
白川村議会議員選挙（2015年04月26日投票）,白川村議会議員選挙,岐阜県,白川村,20150426.0,2015.0,4.0,26.0,20150421.0,,7.0,8.0,1.1428571428571428,1229.0,,,-196.0,任期満了,,,,,白川村議会議員選挙（2015年04月26日投票）,1.0,8.0,7.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.0,0.75,0.25,0.0,0.8571428571428571,0.14285714285714285,0.0,0.7887029288702929,0.2112970711297071,,0.1314504881450488,0.10564853556485355,,1195.0,1.0,58.25,7.5291101731877985,47.0,51.5,59.0,65.25,68.0,59.42857142857143,7.326217945690335,47.0,54.0,62.0,65.5,68.0,,,,,,,,,1195.0,,,,,1195.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.125,,,,,,,,,,,,,8.0,,,,,,,,,,,,,7.0,,,,
白川村議会議員選挙（2019年04月21日投票）,白川村議会議員選挙,岐阜県,白川村,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,7.0,7.0,1.0,,,,,任期満了,,,,,白川村議会議員選挙（2019年04月21日投票）,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,,,,,,,0.0,1.0,59.857142857142854,5.96246764420263,51.0,56.0,60.0,63.0,70.0,59.857142857142854,5.96246764420263,51.0,56.0,60.0,63.0,70.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,7.0,,,,
白川町議会議員選挙（2003年11月30日投票）,白川町議会議員選挙,岐阜県,白川町,20031130.0,2003.0,11.0,30.0,20031125.0,無投票,15.0,15.0,1.0,9217.0,,,,任期満了,,,,,白川町議会議員選挙（2003年11月30日投票）,1.0,15.0,15.0,1.0,1.0,1.0,0.0,0.06666666666666667,0.06666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,64.26666666666667,8.338398460669103,45.0,61.0,67.0,70.5,75.0,64.26666666666667,8.338398460669103,45.0,61.0,67.0,70.5,75.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14.0,,,,,,,,,1.0,,,,14.0,,,,
白川町議会議員選挙（2005年08月28日投票）,白川町議会議員選挙,岐阜県,白川町,20050828.0,2005.0,8.0,28.0,20050823.0,84.91,9.0,10.0,1.1111111111111112,9044.0,,,-173.0,解散,,,,,白川町議会議員選挙（2005年08月28日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.0,0.3,0.0,0.0,0.3333333333333333,0.0,,0.30661510225485056,,,0.10220503408495019,,7628.0,2.0,62.0,7.469939758793239,47.0,58.0,64.0,67.75,71.0,62.0,7.874007874011811,47.0,57.0,66.0,68.0,71.0,,,,,353.0,,,,7275.0,,,,,7628.0,,,,,0.0462768746722601,,,,0.95372312532774,,,,,1.0,,,,,0.0462768746722601,,,,0.10596923614752667,,,,,,,,,1.0,,,,9.0,,,,,,,,,0.0,,,,9.0,,,,
白川町議会議員選挙（2009年08月23日投票）,白川町議会議員選挙,岐阜県,白川町,20090823.0,2009.0,8.0,23.0,20090818.0,85.89,9.0,10.0,1.1111111111111112,8570.0,,,-474.0,任期満了,84.91,,,,白川町議会議員選挙（2009年08月23日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6333608587943848,0.3666391412056152,,0.10556014313239746,0.0916597853014038,,7266.0,2.0,65.1,7.3,50.0,60.5,67.5,70.75,73.0,65.77777777777777,7.39035073258484,50.0,65.0,69.0,71.0,73.0,,,,,278.0,,,,6988.0,,,,,7266.0,,,,,0.03826039086154693,,,,0.961739609138453,,,,,1.0,,,,,0.03826039086154693,,,,0.10685995657093922,,,,,,,,,1.0,,,,9.0,,,,,,,,,0.0,,,,9.0,,,,
白川町議会議員選挙（2013年08月25日投票）,白川町議会議員選挙,岐阜県,白川町,20130825.0,2013.0,8.0,25.0,20130820.0,無投票,9.0,9.0,1.0,,,,,任期満了,85.89,,,,白川町議会議員選挙（2013年08月25日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,,,,,,,0.0,1.0,65.66666666666667,7.7746025264604,54.0,60.0,69.0,73.0,75.0,65.66666666666667,7.7746025264604,54.0,60.0,69.0,73.0,75.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,9.0,,,,
白川町議会議員選挙（2017年08月27日投票）,白川町議会議員選挙,岐阜県,白川町,20170827.0,2017.0,8.0,27.0,20170822.0,77.41,9.0,11.0,1.2222222222222223,7496.0,,,,任期満了,,,,,白川町議会議員選挙（2017年08月27日投票）,1.0,11.0,9.0,1.2222222222222223,0.0,0.0,0.0,0.18181818181818182,0.2222222222222222,0.6363636363636364,0.36363636363636365,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7254857737682164,0.27451422623178345,,0.10364082482403092,0.06862855655794586,,5764.0,0.0,64.63636363636364,11.695163936607827,41.0,61.5,67.0,73.5,79.0,64.11111111111111,12.870676788252213,41.0,59.0,65.0,74.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白川町議会議員選挙（2021年08月22日投票）,白川町議会議員選挙,岐阜県,白川町,20210822.0,2021.0,8.0,22.0,20210817.0,77.97,9.0,10.0,1.1111111111111112,6774.0,3185.0,3589.0,-722.0,任期満了,77.41,,,,白川町議会議員選挙（2021年08月22日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.6,0.4,0.0,0.5555555555555556,0.4444444444444444,0.0,0.4820747520976354,0.5179252479023646,,0.08034579201627257,0.12948131197559115,,5244.0,1.0,65.6,11.672189169131899,45.0,60.0,66.5,75.0,83.0,64.22222222222223,11.50630530311077,45.0,59.0,64.0,69.0,83.0,,,,,,,,,5244.0,,,,,5244.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.1,,,,,,,,,,,,,10.0,,,,,,,,,,,,,9.0,,,,
神戸町議会議員補欠選挙（2006年06月04日投票）,神戸町議会議員補欠選挙,岐阜県,神戸町,20060604.0,2006.0,6.0,4.0,20060530.0,無投票,1.0,1.0,1.0,16751.0,,,,選挙犯罪による当選無効,,,,,神戸町議会議員補欠選挙（2006年06月04日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
神戸町議会議員補欠選挙（2014年06月08日投票）,神戸町議会議員補欠選挙,岐阜県,神戸町,20140608.0,2014.0,6.0,8.0,20140603.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,神戸町議会議員補欠選挙（2014年06月08日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
神戸町議会議員選挙（2007年04月22日投票）,神戸町議会議員選挙,岐阜県,神戸町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,10.0,10.0,1.0,16745.0,,,,任期満了,,,,,神戸町議会議員選挙（2007年04月22日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,59.5,6.931810730249348,52.0,53.0,57.5,66.75,69.0,59.5,6.931810730249348,52.0,53.0,57.5,66.75,69.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,9.0,,,,,,,,,1.0,,,,9.0,,,,
神戸町議会議員選挙（2011年04月24日投票）,神戸町議会議員選挙,岐阜県,神戸町,20110424.0,2011.0,4.0,24.0,20110419.0,64.85,10.0,11.0,1.1,16200.0,,,-545.0,任期満了,,,,,神戸町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.9,0.1,0.0,0.8754803996925442,0.07907378939277479,0.045445810914681015,0.09727559996583825,0.07907378939277479,0.045445810914681015,10408.0,2.0,,,,,,,,62.4,6.16765757804371,56.0,57.0,60.0,66.5,73.0,,,,,858.0,,,,9550.0,,,,,10408.0,,,,,0.08243658724058417,,,,0.9175634127594159,,,,,1.0,,,,,0.08243658724058417,,,,0.0917563412759416,,,,,,,,,1.0,,,,10.0,,,,,,,,,1.0,,,,9.0,,,,
神戸町議会議員選挙（2015年04月26日投票）,神戸町議会議員選挙,岐阜県,神戸町,20150426.0,2015.0,4.0,26.0,20150421.0,60.7,10.0,11.0,1.1,,,,,任期満了,64.85,,,,神戸町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7,0.2,0.1,0.7462280054788747,0.17664629649141292,0.07712569802971236,0.09327850068485934,0.08832314824570646,0.07712569802971236,9491.0,2.0,60.36363636363637,10.020639856840274,34.0,60.5,61.0,64.0,76.0,59.8,10.342146779078318,34.0,60.25,61.0,61.75,76.0,,,,,911.0,,,,8580.0,,,,,9491.0,,,,,0.09598567063533874,,,,0.9040143293646613,,,,,1.0,,,,,0.09598567063533874,,,,0.09040143293646613,,,,,,,,,1.0,,,,10.0,,,,,,,,,1.0,,,,9.0,,,,
神戸町議会議員選挙（2019年04月21日投票）,神戸町議会議員選挙,岐阜県,神戸町,20190421.0,2019.0,4.0,21.0,20190416.0,,,11.0,,,,,,任期満了,60.7,,,,神戸町議会議員選挙（2019年04月21日投票）,1.0,11.0,0.0,inf,0.0,0.0,0.0,0.09090909090909091,0.0,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.8458424708965504,0.07066035279985576,0.08349717630359388,0.09398249676628338,0.07066035279985576,0.08349717630359388,8646.999,2.0,62.81818181818182,9.879438535925207,38.0,60.5,65.0,65.5,80.0,,,,,,,,,,,,926.0,,,,7720.999,,,,,8646.999,,,,,0.10708917625640989,,,,0.8929108237435901,,,,,1.0,,,,,0.10708917625640989,,,,0.08929108237435901,,,,,,,,,1.0,,,,10.0,,,,,,,,,0.0,,,,0.0,,,,
笠松町議会議員選挙（2000年03月26日投票）,笠松町議会議員選挙,岐阜県,笠松町,20000326.0,2000.0,3.0,26.0,20000321.0,66.51,14.0,15.0,1.0714285714285714,17277.0,,,,任期満了,,,,,笠松町議会議員選挙（2000年03月26日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.8,0.13333333333333333,0.06666666666666667,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7839160839160839,0.16162587412587412,0.05445804195804196,0.06532634032634033,0.08081293706293706,0.05445804195804196,11440.0,2.0,,,,,,,,,,,,,,,,,,,1299.0,,,,10141.0,,,,,11440.0,,,,,0.11354895104895105,,,,0.886451048951049,,,,,1.0,,,,,0.05677447552447552,,,,0.06818854222700377,,,,,,,,,2.0,,,,13.0,,,,,,,,,1.0,,,,13.0,,,,
笠松町議会議員選挙（2004年03月28日投票）,笠松町議会議員選挙,岐阜県,笠松町,20040328.0,2004.0,3.0,28.0,20040323.0,56.1,14.0,15.0,1.0714285714285714,17222.0,,,-55.0,任期満了,66.51,,,,笠松町議会議員選挙（2004年03月28日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.8666666666666667,0.13333333333333333,0.0,0.9285714285714286,0.07142857142857142,0.0,0.9651945320715036,0.03480546792849632,,0.07424573323626951,0.01740273396424816,,9510.0,3.0,,,,,,,,,,,,,,,,,,,904.0,,365.0,,8241.0,,,,,9510.0,,,,,0.09505783385909569,,0.03838065194532071,,0.8665615141955836,,,,,1.0,,,,,0.09505783385909569,,0.03838065194532071,,0.06665857801504489,,,,,,,,,1.0,,1.0,,13.0,,,,,,,,,1.0,,1.0,,12.0,,,,
笠松町議会議員選挙（2008年03月23日投票）,笠松町議会議員選挙,岐阜県,笠松町,20080323.0,2008.0,3.0,23.0,20080318.0,59.28,10.0,12.0,1.2,17517.0,,,295.0,任期満了,56.1,,,,笠松町議会議員選挙（2008年03月23日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.2,0.8333333333333334,0.16666666666666666,0.0,0.8,0.2,0.0,0.7795751315533035,0.22042486844669654,,0.07795751315533035,0.11021243422334827,,10262.0,3.0,56.833333333333336,11.081766806586192,37.0,46.5,64.0,65.0,68.0,54.9,11.157508682497182,37.0,43.5,60.0,64.75,67.0,,,,,998.0,,597.0,,8667.0,,,,,10262.0,,,,,0.09725199766127461,,0.05817579419216527,,0.8445722081465601,,,,,1.0,,,,,0.09725199766127461,,0.05817579419216527,,0.08445722081465601,,,,,,,,,1.0,,1.0,,10.0,,,,,,,,,1.0,,0.0,,9.0,,,,
