,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みどり京都,得票数_みんなの党,得票数_京都党,得票数_公明党,得票数_北近畿の明日をつくる会,得票数_向日市・生活者ネットワーク,得票数_国民新党,得票数_国民民主党,得票数_地域政党ふくちやま,得票数_地域政党京都久御山党,得票数_地域政党京都党,得票数_地域政党京都宇治党,得票数_宇治維新21（片岡維新）,得票数_宇治維新の会,得票数_市民ネットワーク・きょうと,得票数_幸福実現党,得票数_政事公団太平会,得票数_新社会党,得票数_日本共産党,得票数_日本第一党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みどり京都,得票率_みんなの党,得票率_京都党,得票率_公明党,得票率_北近畿の明日をつくる会,得票率_向日市・生活者ネットワーク,得票率_国民新党,得票率_国民民主党,得票率_地域政党ふくちやま,得票率_地域政党京都久御山党,得票率_地域政党京都党,得票率_地域政党京都宇治党,得票率_宇治維新21（片岡維新）,得票率_宇治維新の会,得票率_市民ネットワーク・きょうと,得票率_幸福実現党,得票率_政事公団太平会,得票率_新社会党,得票率_日本共産党,得票率_日本第一党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みどり京都,一人あたり得票率_みんなの党,一人あたり得票率_京都党,一人あたり得票率_公明党,一人あたり得票率_北近畿の明日をつくる会,一人あたり得票率_向日市・生活者ネットワーク,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党ふくちやま,一人あたり得票率_地域政党京都久御山党,一人あたり得票率_地域政党京都党,一人あたり得票率_地域政党京都宇治党,一人あたり得票率_宇治維新21（片岡維新）,一人あたり得票率_宇治維新の会,一人あたり得票率_市民ネットワーク・きょうと,一人あたり得票率_幸福実現党,一人あたり得票率_政事公団太平会,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みどり京都,立候補者数_みんなの党,立候補者数_京都党,立候補者数_公明党,立候補者数_北近畿の明日をつくる会,立候補者数_向日市・生活者ネットワーク,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党ふくちやま,立候補者数_地域政党京都久御山党,立候補者数_地域政党京都党,立候補者数_地域政党京都宇治党,立候補者数_宇治維新21（片岡維新）,立候補者数_宇治維新の会,立候補者数_市民ネットワーク・きょうと,立候補者数_幸福実現党,立候補者数_政事公団太平会,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みどり京都,当選者数_みんなの党,当選者数_京都党,当選者数_公明党,当選者数_北近畿の明日をつくる会,当選者数_向日市・生活者ネットワーク,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党ふくちやま,当選者数_地域政党京都久御山党,当選者数_地域政党京都党,当選者数_地域政党京都宇治党,当選者数_宇治維新21（片岡維新）,当選者数_宇治維新の会,当選者数_市民ネットワーク・きょうと,当選者数_幸福実現党,当選者数_政事公団太平会,当選者数_新社会党,当選者数_日本共産党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
綾部市議会議員選挙（2002年08月25日投票）,綾部市議会議員選挙,京都府,綾部市,20020825.0,2002.0,8.0,25.0,20020818.0,76.52,22.0,26.0,1.181818181818182,31745.0,,,-180.0,任期満了,78.6,,,,綾部市議会議員選挙（2002年08月25日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.19230769230769232,0.18181818181818182,0.5769230769230769,0.38461538461538464,0.038461538461538464,0.5909090909090909,0.36363636363636365,0.045454545454545456,0.5386275893561376,0.4130516003154967,0.048320810328365646,0.03590850595707584,0.04130516003154967,0.048320810328365646,24089.0,3.0,55.15384615384615,9.662346854960347,32.0,51.5,54.0,64.75,71.0,55.95454545454545,9.883306737429315,32.0,51.5,54.5,65.0,71.0,,,,,1377.0,,,,,,,,,,,,,,,5119.0,,,,17593.0,,,,,,24089.0,,,,,0.05716302046577276,,,,,,,,,,,,,,,0.21250363236331934,,,,0.7303333471709079,,,,,,1.0,,,,,0.05716302046577276,,,,,,,,,,,,,,,0.03541727206055322,,,,0.03843859721952147,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,19.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,16.0,,,,,
綾部市議会議員選挙（2006年08月27日投票）,綾部市議会議員選挙,京都府,綾部市,20060827.0,2006.0,8.0,27.0,20060820.0,72.79,18.0,20.0,1.1111111111111112,31380.0,,,-365.0,任期満了,76.52,,,,綾部市議会議員選挙（2006年08月27日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.15,0.16666666666666666,0.75,0.25,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7066576926471887,0.29334230735281136,,0.047110512843145914,0.058668461470562275,,22658.0,3.0,56.55,10.461715920440584,35.0,52.5,57.0,62.5,75.0,55.5,10.07885575516057,35.0,51.5,56.0,61.25,73.0,,,,,1340.0,,,,,,,,,,,,,,,4260.45,,,,17057.55,,,,,,22658.0,,,,,0.059140259510989494,,,,,,,,,,,,,,,0.18803292435342925,,,,0.7528268161355812,,,,,,1.0,,,,,0.059140259510989494,,,,,,,,,,,,,,,0.04700823108835731,,,,0.05018845440903875,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,15.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,13.0,,,,,
綾部市議会議員選挙（2010年08月29日投票）,綾部市議会議員選挙,京都府,綾部市,20100829.0,2010.0,8.0,29.0,20100822.0,69.58,18.0,23.0,1.2777777777777777,30471.0,,,-909.0,任期満了,72.79,,,,綾部市議会議員選挙（2010年08月29日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.17391304347826086,0.16666666666666666,0.5217391304347826,0.43478260869565216,0.043478260869565216,0.6666666666666666,0.3333333333333333,0.0,0.6000856653340948,0.3799733485627261,0.019940986103179136,0.050007138777841235,0.03799733485627261,0.019940986103179136,21012.0,3.0,,,,,,,,,,,,,,,,,,,1220.0,,,,,,,,,,,,,,,3901.99,,,,15890.009999999998,,,,,,21012.0,,,,,0.05806205977536646,,,,,,,,,,,,,,,0.18570293165810012,,,,0.7562350085665334,,,,,,1.0,,,,,0.05806205977536646,,,,,,,,,,,,,,,0.04642573291452503,,,,0.04201305603147407,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,18.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,13.0,,,,,
綾部市議会議員選挙（2014年08月24日投票）,綾部市議会議員選挙,京都府,綾部市,20140824.0,2014.0,8.0,24.0,20140817.0,61.49,18.0,21.0,1.1666666666666667,,,,,任期満了,69.58,,,,綾部市議会議員選挙（2014年08月24日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.19047619047619047,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7140686389458998,0.2859313610541002,,0.051004902781849985,0.040847337293442885,,17769.999,3.0,57.76190476190476,11.04063818852775,30.0,56.0,60.0,63.0,72.0,56.388888888888886,11.056113888748959,30.0,54.5,60.0,62.75,72.0,,,,,1181.0,,,,,,,,,,,,,,,3449.927,,,,13139.072,,,,,,17769.999,,,,,0.06646033013282668,,,,,,,,,,,,,,,0.19414334238285552,,,,0.7393963274843178,,,,,,1.0,,,,,0.06646033013282668,,,,,,,,,,,,,,,0.04853583559571388,,,,0.046212270467769864,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,16.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,13.0,,,,,
綾部市議会議員選挙（2018年08月26日投票）,綾部市議会議員選挙,京都府,綾部市,20180826.0,2018.0,8.0,26.0,20180819.0,58.95,18.0,21.0,1.1666666666666667,,,,,任期満了,61.49,,,,綾部市議会議員選挙（2018年08月26日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.23809523809523808,0.2222222222222222,0.5714285714285714,0.42857142857142855,0.0,0.6111111111111112,0.3888888888888889,0.0,0.6006971572810866,0.3993028427189134,,0.05005809644009055,0.044366982524323716,,16639.0,3.0,54.80952380952381,11.31210496861047,34.0,47.0,60.0,65.0,67.0,55.111111111111114,10.85709644471654,34.0,47.0,59.5,64.75,67.0,,,,,1115.0,,,,,,,,,,,,,,,3324.0,,,,12200.0,,,,,,16639.0,,,,,0.06701123865616924,,,,,,,,,,,,,,,0.19977162089067851,,,,0.7332171404531522,,,,,,1.0,,,,,0.06701123865616924,,,,,,,,,,,,,,,0.04994290522266963,,,,0.045826071278322014,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,16.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,13.0,,,,,
舞鶴市議会議員選挙（1998年11月15日投票）,舞鶴市議会議員選挙,京都府,舞鶴市,19981115.0,1998.0,11.0,15.0,19981108.0,74.3,32.0,37.0,1.15625,73608.0,,,,任期満了,,,,,舞鶴市議会議員選挙（1998年11月15日投票）,1.0,37.0,32.0,1.15625,0.0,0.0,0.0,0.10810810810810811,0.0625,0.5675675675675675,0.43243243243243246,0.0,0.625,0.375,0.0,0.5837144334275005,0.41628556657249943,,0.027795925401309547,0.026017847910781215,,54159.0,5.0,56.16216216216216,10.336274391579769,28.0,49.0,57.0,63.0,75.0,56.25,10.0093706095838,28.0,49.75,57.0,63.25,73.0,,,,,5556.0,,,,,,,,,,,,,169.0,,6611.28,,,,37059.72,,,,,4763.0,54159.0,,,,,0.10258682767407079,,,,,,,,,,,,,0.0031204416625122324,,0.12207167783747853,,,,0.6842762975682712,,,,,0.08794475525766723,1.0,,,,,0.03419560922469026,,,,,,,,,,,,,0.0031204416625122324,,0.020345279639579755,,,,0.02851151239867797,,,,,0.029314918419222413,,,,,3.0,,,,,,,,,,,,,1.0,,6.0,,,,24.0,,,,,3.0,,,,,3.0,,,,,,,,,,,,,0.0,,3.0,,,,23.0,,,,,3.0
舞鶴市議会議員選挙（2002年11月17日投票）,舞鶴市議会議員選挙,京都府,舞鶴市,20021117.0,2002.0,11.0,17.0,20021110.0,67.34,30.0,31.0,1.0333333333333334,73871.0,,,263.0,任期満了,74.3,,,,舞鶴市議会議員選挙（2002年11月17日投票）,1.0,31.0,30.0,1.0333333333333334,0.0,0.0,0.0,0.12903225806451613,0.13333333333333333,0.7096774193548387,0.2903225806451613,0.0,0.7,0.3,0.0,0.69172150039774,0.30827849960226,,0.03144188638171546,0.03425316662247333,,49027.0,4.0,55.193548387096776,10.911430392730397,31.0,49.5,55.0,62.5,72.0,54.8,10.873208664725729,31.0,49.25,55.0,61.0,72.0,,,,,6990.0,,,,,,,,,,,,,,,5307.0,,,,30964.0,,,,,5766.0,49027.0,,,,,0.14257449976543538,,,,,,,,,,,,,,,0.10824647643135415,,,,0.6315703591898342,,,,,0.11760866461337631,1.0,,,,,0.035643624941358844,,,,,,,,,,,,,,,0.02706161910783854,,,,0.03157851795949171,,,,,0.03920288820445877,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,20.0,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,19.0,,,,,3.0
舞鶴市議会議員選挙（2006年11月19日投票）,舞鶴市議会議員選挙,京都府,舞鶴市,20061119.0,2006.0,11.0,19.0,20061112.0,63.18,30.0,32.0,1.0666666666666669,73081.0,,,-790.0,任期満了,67.34,,,,舞鶴市議会議員選挙（2006年11月19日投票）,1.0,32.0,30.0,1.0666666666666667,0.0,0.0,0.0,0.15625,0.16666666666666666,0.75,0.25,0.0,0.7666666666666667,0.23333333333333334,0.0,0.7693516613404544,0.23064833865954554,,0.032056319222518934,0.028831042332443192,,45686.0,4.0,57.4375,9.168347383798238,32.0,53.75,57.5,63.25,76.0,57.266666666666666,9.412521211426593,32.0,53.25,57.5,63.5,76.0,,,,,6640.0,,,,,,,,,,,,,,,5195.400000000001,,,,19896.0,,,,,13954.6,45686.0,,,,,0.14533992908111895,,,,,,,,,,,,,,,0.11371973908856106,,,,0.4354944621984853,,,,,0.30544586963183473,1.0,,,,,0.03633498227027974,,,,,,,,,,,,,,,0.028429934772140265,,,,0.029032964146565688,,,,,0.03393842995909275,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,15.0,,,,,9.0,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,13.0,,,,,9.0
舞鶴市議会議員選挙（2010年11月14日投票）,舞鶴市議会議員選挙,京都府,舞鶴市,20101114.0,2010.0,11.0,14.0,20111107.0,63.35,28.0,33.0,1.1785714285714286,71482.0,,,-1599.0,任期満了,63.18,,,,舞鶴市議会議員選挙（2010年11月14日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.06060606060606061,0.07142857142857142,0.6363636363636364,0.36363636363636365,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6627160714685033,0.3372839285314967,,0.03155790816516683,0.02810699404429139,,44719.0,6.0,,,,,,,,,,,,,,,,,526.0,,6176.0,,,,,,,,,,,,,,,4837.25,,,2105.0,21865.75,,,,,9209.0,44719.0,,,0.011762338156041056,,0.13810684496522732,,,,,,,,,,,,,,,0.10816990540933384,,,0.04707171448377647,0.48895883181645383,,,,,0.20593036516916746,1.0,,,0.011762338156041056,,0.03452671124130683,,,,,,,,,,,,,,,0.02704247635233346,,,0.023535857241888235,0.030559926988528364,,,,,0.034321727528194575,,,1.0,,4.0,,,,,,,,,,,,,,,4.0,,,2.0,16.0,,,,,6.0,,,0.0,,4.0,,,,,,,,,,,,,,,3.0,,,0.0,15.0,,,,,6.0
舞鶴市議会議員選挙（2014年11月16日投票）,舞鶴市議会議員選挙,京都府,舞鶴市,20141116.0,2014.0,11.0,16.0,20141109.0,58.48,28.0,31.0,1.1071428571428572,,,,,任期満了,63.35,,,,舞鶴市議会議員選挙（2014年11月16日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.0967741935483871,0.10714285714285714,0.7096774193548387,0.2903225806451613,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6887464112255971,0.3112535887744028,,0.03130665505570896,0.034583732086044754,,40036.997,4.0,,,,,,,,,,,,,,,,,,,5647.0,,,,,,,,,,,,,,,4996.998,,,,20447.999,,,,,8945.0,40036.997,,,,,0.14104454437479413,,,,,,,,,,,,,,,0.12480951056344208,,,,0.510727590283557,,,,,0.22341835477820676,1.0,,,,,0.035261136093698534,,,,,,,,,,,,,,,0.03120237764086052,,,,0.03192047439272231,,,,,0.031916907825458106,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,16.0,,,,,7.0,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,14.0,,,,,6.0
舞鶴市議会議員選挙（2018年11月18日投票）,舞鶴市議会議員選挙,京都府,舞鶴市,20181118.0,2018.0,11.0,18.0,20181111.0,56.75,26.0,34.0,1.3076923076923077,,,,,任期満了,58.48,,,,舞鶴市議会議員選挙（2018年11月18日投票）,1.0,34.0,26.0,1.3076923076923077,0.0,0.0,0.0,0.17647058823529413,0.19230769230769232,0.5882352941176471,0.4117647058823529,0.0,0.7692307692307693,0.23076923076923078,0.0,0.7167610285404485,0.28323897145955157,,0.03583805142702243,0.020231355104253685,,38147.998999999996,5.0,59.6764705882353,9.999178166921562,37.0,53.75,60.5,66.75,78.0,59.15384615384615,10.189331931343713,37.0,52.25,61.5,66.75,77.0,,,,,5909.0,,,,,,,,,,,,,,,5100.999,,,,18949.0,,,,245.0,7944.0,38147.998999999996,,,,,0.15489672210592226,,,,,,,,,,,,,,,0.13371603055772335,,,,0.4967233012667323,,,,0.006422355206625648,0.20824159086299654,1.0,,,,,0.038724180526480564,,,,,,,,,,,,,,,0.03342900763943084,,,,0.02614333164561749,,,,0.006422355206625648,0.03470693181049942,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,19.0,,,,1.0,6.0,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,12.0,,,,0.0,6.0
長岡京市議会議員補欠選挙（2011年01月16日投票）,長岡京市議会議員補欠選挙,京都府,長岡京市,20110116.0,2011.0,1.0,16.0,20110109.0,35.92,1.0,3.0,3.0,63840.0,,,,その他,,,,,長岡京市議会議員補欠選挙（2011年01月16日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,22228.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5549.0,,,7397.0,9282.0,,,,,,22228.0,,,,,,,,,,,,,,,,,,,,0.24964009357567032,,,0.3327784775958251,0.4175814288285046,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.24964009357567032,,,0.3327784775958251,0.4175814288285046,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,,,,,
長岡京市議会議員補欠選挙（2015年01月11日投票）,長岡京市議会議員補欠選挙,京都府,長岡京市,20150111.0,2015.0,1.0,11.0,20150104.0,43.84,2.0,4.0,2.0,,,,,その他,35.92,,,,長岡京市議会議員補欠選挙（2015年01月11日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,27168.0,3.0,48.75,10.80219885023415,38.0,39.5,46.0,55.25,65.0,58.5,6.5,52.0,55.25,58.5,61.75,65.0,,,,,,,,,,,,,,,,,,,,6189.0,,,,16678.0,,,4301.0,,,27168.0,,,,,,,,,,,,,,,,,,,,0.2278047703180212,,,,0.6138839811542992,,,0.1583112485276796,,,1.0,,,,,,,,,,,,,,,,,,,,0.2278047703180212,,,,0.3069419905771496,,,0.1583112485276796,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,0.0,,
長岡京市議会議員補欠選挙（2019年01月13日投票）,長岡京市議会議員補欠選挙,京都府,長岡京市,20190113.0,2019.0,1.0,13.0,20190107.0,36.04,1.0,2.0,2.0,,,,,辞職/武山彩子氏の辞職による,43.84,,,,長岡京市議会議員補欠選挙（2019年01月13日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,23170.0,2.0,44.5,7.5,37.0,40.75,44.5,48.25,52.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,,,,,,,,8758.0,,,,14412.0,,,,,,23170.0,,,,,,,,,,,,,,,,,,,,0.3779887785930082,,,,0.6220112214069918,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3779887785930082,,,,0.6220112214069918,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,
長岡京市議会議員選挙（2005年10月09日投票）,長岡京市議会議員選挙,京都府,長岡京市,20051009.0,2005.0,10.0,9.0,20051002.0,55.18,26.0,30.0,1.1538461538461535,62333.0,,,,任期満了,,,,,長岡京市議会議員選挙（2005年10月09日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.26666666666666666,0.3076923076923077,0.7333333333333333,0.26666666666666666,0.0,0.8076923076923077,0.19230769230769232,0.0,0.7653954636267482,0.23460453637325185,,0.034790702892124915,0.02932556704665648,,34036.0,5.0,50.4,10.995756757343566,26.0,44.0,53.0,57.75,69.0,49.53846153846154,11.177693339968084,26.0,44.0,51.5,56.75,69.0,,,,,4436.0,,,,,,,,,,,,,,,6538.0,,,3205.0,17902.0,,,,,1955.0,34036.0,,,,,0.130332589023387,,,,,,,,,,,,,,,0.19209072746503703,,,0.09416500176283935,0.5259724997061934,,,,,0.05743918204254319,1.0,,,,,0.03258314725584675,,,,,,,,,,,,,,,0.032015121244172835,,,0.04708250088141967,0.030939558806246673,,,,,0.05743918204254319,,,,,4.0,,,,,,,,,,,,,,,6.0,,,2.0,17.0,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,6.0,,,2.0,13.0,,,,,1.0
長岡京市議会議員選挙（2009年10月04日投票）,長岡京市議会議員選挙,京都府,長岡京市,20091004.0,2009.0,10.0,4.0,20090927.0,51.51,26.0,27.0,1.0384615384615383,63626.0,,,1293.0,任期満了,55.18,,,,長岡京市議会議員選挙（2009年10月04日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.2962962962962963,0.3076923076923077,0.8148148148148148,0.14814814814814814,0.037037037037037035,0.8461538461538461,0.11538461538461539,0.038461538461538464,0.8000430875292379,0.15336082728056136,0.04659608519020066,0.036365594887692636,0.03834020682014034,0.04659608519020066,32492.0,4.0,51.148148148148145,11.578088192800847,30.0,44.0,49.0,59.5,73.0,51.57692307692308,11.586374879151661,30.0,45.75,50.5,59.75,73.0,,,,,3191.0,,,,,,,,,,,,,,,6352.0,,,4709.0,18240.0,,,,,,32492.0,,,,,0.09820878985596454,,,,,,,,,,,,,,,0.19549427551397267,,,0.1449279822725594,0.5613689523575034,,,,,,1.0,,,,,0.03273626328532151,,,,,,,,,,,,,,,0.03258237925232878,,,0.04830932742418647,0.03742459682383356,,,,,,,,,,3.0,,,,,,,,,,,,,,,6.0,,,3.0,15.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,6.0,,,3.0,14.0,,,,,
長岡京市議会議員選挙（2013年10月06日投票）,長岡京市議会議員選挙,京都府,長岡京市,20131006.0,2013.0,10.0,6.0,20130929.0,41.92,24.0,28.0,1.1666666666666667,,,,,任期満了,51.51,,,,長岡京市議会議員選挙（2013年10月06日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.21428571428571427,0.20833333333333334,0.5714285714285714,0.39285714285714285,0.03571428571428571,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.5929475989462659,0.34598660615101406,0.06106579490272003,0.03705922493414162,0.03145332783191037,0.06106579490272003,31507.0,4.0,49.607142857142854,11.490179924347467,28.0,40.5,52.0,57.25,70.0,50.708333333333336,10.390216418449725,31.0,43.5,52.0,57.25,70.0,,,,,3614.0,,,,,,,,,,,,,,,6620.0,,,2515.0,18758.0,,,,,,31507.0,,,,,0.11470466880375789,,,,,,,,,,,,,,,0.21011203859459804,,,0.07982353127876345,0.5953597613228806,,,,,,1.0,,,,,0.03823488960125263,,,,,,,,,,,,,,,0.04202240771891961,,,0.03991176563938172,0.03307554229571559,,,,,,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,18.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,14.0,,,,,
長岡京市議会議員選挙（2017年10月01日投票）,長岡京市議会議員選挙,京都府,長岡京市,20171001.0,2017.0,10.0,1.0,20170924.0,49.07,24.0,29.0,1.2083333333333333,66084.0,,,,任期満了,41.92,,,,長岡京市議会議員選挙（2017年10月01日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.27586206896551724,0.25,0.5517241379310345,0.3448275862068966,0.10344827586206896,0.6666666666666666,0.20833333333333334,0.125,0.6222423598525092,0.2225798387600775,0.1551778013874133,0.038890147490781825,0.02225798387600775,0.05172593379580443,32002.0,0.0,53.6551724137931,10.263009782605671,28.0,46.0,56.0,61.0,68.0,53.333333333333336,10.418999738725189,28.0,45.75,56.0,61.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHKから国民を守る党,みどり京都,みんなの党,京都党,公明党,北近畿の明日をつくる会,向日市・生活者ネットワーク,国民新党,国民民主党,地域政党ふくちやま,地域政党京都久御山党,地域政党京都党,地域政党京都宇治党,宇治維新21（片岡維新）,宇治維新の会,市民ネットワーク・きょうと,幸福実現党,政事公団太平会,新社会党,日本共産党,日本第一党,日本維新の会,民主党,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党,sum_v,NHKから国民を守る党,みどり京都,みんなの党,京都党,公明党,北近畿の明日をつくる会,向日市・生活者ネットワーク,国民新党,国民民主党,地域政党ふくちやま,地域政党京都久御山党,地域政党京都党,地域政党京都宇治党,宇治維新21（片岡維新）,宇治維新の会,市民ネットワーク・きょうと,幸福実現党,政事公団太平会,新社会党,日本共産党,日本第一党,日本維新の会,民主党,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党,sum_v,NHKから国民を守る党,みどり京都,みんなの党,京都党,公明党,北近畿の明日をつくる会,向日市・生活者ネットワーク,国民新党,国民民主党,地域政党ふくちやま,地域政党京都久御山党,地域政党京都党,地域政党京都宇治党,宇治維新21（片岡維新）,宇治維新の会,市民ネットワーク・きょうと,幸福実現党,政事公団太平会,新社会党,日本共産党,日本第一党,日本維新の会,民主党,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党,NHKから国民を守る党,みどり京都,みんなの党,京都党,公明党,北近畿の明日をつくる会,向日市・生活者ネットワーク,国民新党,国民民主党,地域政党ふくちやま,地域政党京都久御山党,地域政党京都党,地域政党京都宇治党,宇治維新21（片岡維新）,宇治維新の会,市民ネットワーク・きょうと,幸福実現党,政事公団太平会,新社会党,日本共産党,日本第一党,日本維新の会,民主党,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党,NHKから国民を守る党,みどり京都,みんなの党,京都党,公明党,北近畿の明日をつくる会,向日市・生活者ネットワーク,国民新党,国民民主党,地域政党ふくちやま,地域政党京都久御山党,地域政党京都党,地域政党京都宇治党,宇治維新21（片岡維新）,宇治維新の会,市民ネットワーク・きょうと,幸福実現党,政事公団太平会,新社会党,日本共産党,日本第一党,日本維新の会,民主党,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党
